mapping_code	source_type	source_id	simplified_word	traditional_word	simplified_sentence	traditional_sentence	source_sentence
725_1	tatoeba	6014700	呕吐	嘔吐	你是否有恶心呕吐的感觉。	你是否有噁心嘔吐的感覺。	你是否有噁心嘔吐的感覺。
726_1	tatoeba	345943	公园	公園	走了几分钟后，我们到了公园。	走了幾分鐘後，我們到了公園。	走了几分钟后，我们到了公园。
727_1	tatoeba	3130793	旷野	曠野	父亲这趟列车正在徐徐减速，等待惯性用尽，静静地停在空无一物的旷野之中。	父親這趟列車正在徐徐減速，等待慣性用盡，靜靜地停在空無一物的曠野之中。	父亲这趟列车正在徐徐减速，等待惯性用尽，静静地停在空无一物的旷野之中。
728_1	tatoeba	1883635	范围	範圍	他试图扩大自己的势力范围。	他試圖擴大自己的勢力範圍。	他试图扩大自己的势力范围。
730_1	authored		吨位	噸位	港口限制船只的吨位。	港口限制船隻的噸位。	
732_1	tatoeba	337277	邮政	郵政	距离村内的邮政局不到一公里。	距離村內的郵政局不到一公里。	距離村內的郵政局不到一公里。
734_0	tatoeba	405750	困难	困難	俄罗斯面临着严重的财政困难。	俄羅斯面臨著嚴重的財政困難。	俄罗斯面临着严重的财政困难。
734_1	tatoeba	2456059	困倦	睏倦	困倦的时候学习是在浪费时间。	睏倦的時候學習是在浪費時間。	困倦的时候学习是在浪费时间。
737_1	authored		委员会	委員會	委员会将在下周表决提案。	委員會將在下週表決提案。	
739_1	tatoeba	336242	听说	聽說	我们经常听说日本人工作勤奋。	我們經常聽說日本人工作勤奮。	我们经常听说日本人工作勤奋。
742_1	authored		够呛	夠嗆	今天的风大得够呛。	今天的風大得夠嗆。	
745_1	authored		呜咽	嗚咽	她听到消息后低声呜咽。	她聽到訊息後低聲嗚咽。	
751_0	authored		别姓	别姓	复姓和别姓都能反映家族历史。	複姓和别姓都能反映家族歷史。	
751_1	authored		别扭	彆扭	这双新鞋穿起来有点别扭。	這雙新鞋穿起來有點彆扭。	
753_1	tatoeba	13573155	崎岖	崎嶇	巴苏陀兰的景色崎岖壮丽，别具一格，与我见过的南非其他地方都截然不同。	巴蘇陀蘭的景色崎嶇壯麗，別具一格，與我見過的南非其他地方都截然不同。	巴蘇陀蘭的景色崎嶇壯麗，別具一格，與我見過的南非其他地方都截然不同。
754_1	tatoeba	2383499	岗位	崗位	这个岗位不合适小姑娘。	這個崗位不合適小姑娘。	这个岗位不合适小姑娘。
756_1	tatoeba	817294	财产	財產	他最近几年获得了很多财产。	他最近幾年獲得了很多財產。	他最近几年获得了很多财产。
757_1	authored		方针	方針	会议确定了今后的工作方针。	會議確定了今後的工作方針。	
758_1	tatoeba	840799	钉子	釘子	这个钉子撕破了他的夹克。	這個釘子撕破了他的夾克。	這個釘子撕破了他的夾克。
762_1	tatoeba	407337	混乱	混亂	吉尔吉斯斯坦的情况十分混乱。	吉爾吉斯斯坦的情況十分混亂。	吉尔吉斯斯坦的情况十分混乱。
770_1	authored		政体	政體	不同国家采用不同的政体。	不同國家採用不同的政體。	
780_1	tatoeba	1575957	雇佣	雇傭	因为他为人正直，所以我雇佣了他。	因為他為人正直，所以我雇傭了他。	因为他为人正直，所以我雇佣了他。
795_0	authored		新余市	新余市	新余市位于江西省中部偏西。	新余市位於江西省中部偏西。	
795_1	tatoeba	1541790	其余	其餘	你留在这儿，其余的人去外面	你留在這兒，其餘的人去外面	你留在这儿，其余的人去外面
798_0	tatoeba	13573400	河谷	河谷	他们向西北方向进军，进入了谢南多厄河谷。	他們向西北方向進軍，進入了謝南多厄河谷。	他們向西北方向進軍，進入了謝南多厄河谷。
798_1	tatoeba	334454	谷物	穀物	黑麦被称为贫穷的谷物。	黑麥被稱為貧窮的穀物。	黑麦被称为贫穷的谷物。
801_1	tatoeba	2615139	邻近	鄰近	在我的邻近区域有一个大超市。	在我的鄰近區域有一個大超市。	在我的邻近区域有一个大超市。
807_1	authored		肠子	腸子	他饿得肠子咕咕叫。	他餓得腸子咕咕叫。	
808_1	tatoeba	339505	乌龟	烏龜	野兔被乌龟抛了在后头。	野兔被烏龜拋了在後頭。	野兔被烏龜拋了在後頭。
812_1	tatoeba	7033616	犹如	猶如	靠武力取胜，犹如落败，因为这样的胜利不会长久。	靠武力取勝，猶如落敗，因為這樣的勝利不會長久。	靠武力取勝，猶如落敗，因為這樣的勝利不會長久。
813_1	tatoeba	13840626	狼狈	狼狽	你看看你们的样子，勾肩搭背，狼狈为奸。	你看看你們的樣子，勾肩搭背，狼狽為奸。	你看看你們的樣子，勾肩搭背，狼狽為奸。
816_1	tatoeba	751241	条件	條件	不少人以高薪为成功的条件。	不少人以高薪為成功的條件。	不少人以高薪为成功的条件。
820_1	authored		青岛	青島	青岛是一座美丽的海滨城市。	青島是一座美麗的海濱城市。	
823_1	tatoeba	389397	吃饭	吃飯	我们找一天定个时间一起吃饭。	我們找一天定個時間一起吃飯。	我们找一天定个时间一起吃饭。
824_1	tatoeba	389929	饮食	飲食	蔬果对平衡饮食必不可少。	蔬果對平衡飲食必不可少。	蔬果对平衡饮食必不可少。
825_0	tatoeba	334900	关系	關系	这个犯罪和我一点关系都没有。	這個犯罪和我一點關系都沒有。	这个犯罪和我一点关系都没有。
825_1	tatoeba	334900	关系	關係	这个犯罪和我一点关系都没有。	這個犯罪和我一點關係都沒有。	这个犯罪和我一点关系都没有。
825_2	tatoeba	334721	联系	聯繫	我们联系上他们已经为时已晚。	我們聯繫上他們已經為時已晚。	我们联系上他们已经为时已晚。
827_1	tatoeba	1239327	冻结	凍結	我将建筑称作被冻结的音乐。	我將建築稱作被凍結的音樂。	我將建築稱作被凍結的音樂。
828_1	tatoeba	1888733	状态	狀態	我不在讨论这个问题的状态。	我不在討論這個問題的狀態。	我不在讨论这个问题的状态。
829_1	authored		千亩	千畝	村里新开垦了千亩农田。	村裡新開墾了千畝農田。	
832_1	authored		文库	文庫	这本文库收录了许多古典作品。	這本文庫收錄了許多古典作品。	
834_1	tatoeba	334881	治疗	治療	预防措施比真正的治疗更有效。	預防措施比真正的治療更有效。	预防措施比真正的治疗更有效。
836_1	tatoeba	336011	应该	應該	你们应该实行你们最初的计划。	你們應該實行你們最初的計劃。	你们应该实行你们最初的计划。
837_1	tatoeba	332464	这个	這個	如果没有你，这个世界很孤单。	如果沒有你，這個世界很孤單。	如果没有你，这个世界很孤单。
839_1	authored		庐山	廬山	夏天我们去庐山避暑。	夏天我們去廬山避暑。	
845_1	authored		闰年	閏年	闰年通常有三百六十六天。	閏年通常有三百六十六天。	
846_1	tatoeba	357935	闲暇	閑暇	我常常在我的闲暇时候听广播。	我常常在我的閑暇時候聽廣播。	我常常在我的闲暇时候听广播。
847_1	tatoeba	334705	时间	時間	你从来没时间处理重要的事情！	你從來沒時間處理重要的事情！	你从来没时间处理重要的事情！
848_1	tatoeba	2757133	郁闷	鬱悶	汤姆失业后，为了排遣郁闷的心情而开始了赌博。	湯姆失業後，為了排遣鬱悶的心情而開始了賭博。	湯姆失業後，為了排遣鬱悶的心情而開始了賭博。
851_1	authored		重起炉灶	重起爐竈	旧计划失败后，他们决定重起炉灶。	舊計劃失敗後，他們決定重起爐竈。	
852_1	tatoeba	1112842	灿烂	燦爛	这个世界是灿烂的吗？	這個世界是燦爛的嗎？	這個世界是燦爛的嗎？
859_1	tatoeba	13892103	沥青	瀝青	小时候，我过马路时会踩着斑马线的白漆走，想象沥青路面是不能走的。	小時候，我過馬路時會踩著斑馬線的白漆走，想象瀝青路面是不能走的。	小时候，我过马路时会踩着斑马线的白漆走，想象沥青路面是不能走的。
863_1	authored		沦为	淪為	那座工厂已经沦为废墟。	那座工廠已經淪為廢墟。	
866_1	authored		沧州	滄州	沧州以武术传统闻名。	滄州以武術傳統聞名。	
868_1	tatoeba	798201	沟通	溝通	飞行员用无线电与机场沟通。	飛行員用無線電與機場溝通。	飛行員用無線電與機場溝通。
869_1	authored		京沪	京滬	京沪铁路连接北京和上海。	京滬鐵路連線北京和上海。	
870_0	authored		沈国放	沈國放	沈国放曾担任中国外交官。	沈國放曾擔任中國外交官。	
870_1	authored		沈阳	瀋陽	沈阳是辽宁省的省会。	瀋陽是遼寧省的省會。	
873_1	tatoeba	6315385	怀疑	懷疑	你是谁？我怀疑你不是这里的。	你是誰？我懷疑你不是這裡的。	你是谁？我怀疑你不是这里的。
874_1	tatoeba	2338569	担忧	擔憂	我们对女儿的健康问题很担忧。	我們對女兒的健康問題很擔憂。	我们对女儿的健康问题很担忧。
882_1	tatoeba	512198	穷人	窮人	我不喜欢穷人，他们只想着钱。	我不喜歡窮人，他們只想著錢。	我不喜欢穷人，他们只想着钱。
885_1	tatoeba	785816	保证	保證	团结、公正和自由是幸福的保证。	團結、公正和自由是幸福的保證。	团结、公正和自由是幸福的保证。
886_1	tatoeba	13455222	启发	啓發	他们的评论很有启发性。	他們的評論很有啓發性。	他们的评论很有启发性。
887_1	tatoeba	346460	评价	評價	老板对你的工作有很高的评价。	老闆對你的工作有很高的評價。	老板对你的工作有很高的评价。
888_1	tatoeba	5267737	补充	補充	我刚才说的内容，你想补充么？	我剛才說的內容，你想補充麼？	我刚才说的内容，你想补充么？
892_1	tatoeba	136402	认识	認識	你记不记得我们认识的那一天？	你記不記得我們認識的那一天？	你记不记得我们认识的那一天？
893_1	authored		欺诈	欺詐	消费者应当警惕网络欺诈。	消費者應當警惕網路欺詐。	
894_1	tatoeba	332602	告诉	告訴	请写信告诉我你们学校的情况。	請寫信告訴我你們學校的情況。	请写信告诉我你们学校的情况。
896_1	tatoeba	1210437	诊断	診斷	诊断患有“网络成瘾症”的人差不多总是也有其他的困难。	診斷患有“網路成癮症”的人差不多總是也有其他的困難。	诊断患有“网络成瘾症”的人差不多总是也有其他的困难。
897_1	authored		词条	詞條	编辑补充了缺失的词条。	編輯補充了缺失的詞條。	
898_1	authored		翻译	翻譯	这篇文章的翻译很流畅。	這篇文章的翻譯很流暢。	
900_1	tatoeba	1014146	灵魂	靈魂	你的灵魂已经坠进地狱了。	你的靈魂已經墜進地獄了。	你的灵魂已经坠进地狱了。
902_1	tatoeba	13878375	一层	一層	这场雨使她心头蒙上了一层阴云。	這場雨使她心頭蒙上了一層陰雲。	这场雨使她心头蒙上了一层阴云。
906_1	tatoeba	1584519	迟疑	遲疑	在他答复之前，他犹豫迟疑了一下。	在他答覆之前，他猶豫遲疑了一下。	在他答复之前，他犹豫迟疑了一下。
909_1	tatoeba	1861026	主张	主張	中国主张钓鱼岛的所有权。	中國主張釣魚島的所有權。	中国主张钓鱼岛的所有权。
911_1	tatoeba	2486507	国际	國際	不好意思，我找国际航班登机楼。	不好意思，我找國際航班登機樓。	不好意思，我找国际航班登机楼。
912_1	tatoeba	2882569	大陆	大陸	非洲是一块非常大的大陆。	非洲是一塊非常大的大陸。	非洲是一块非常大的大陆。
914_1	authored		陈水扁	陳水扁	陈水扁曾任台湾地区领导人。	陳水扁曾任臺灣地區領導人。	
917_1	tatoeba	13511909	坠落	墜落	眼泪不要坠落。	眼淚不要墜落。	眼淚不要墜落。
926_1	tatoeba	8744807	使劲	使勁	啄木鸟正在使劲地啄树干。	啄木鳥正在使勁地啄樹幹。	啄木鸟正在使劲地啄树干。
928_1	tatoeba	1866580	鸡蛋	鷄蛋	这些鸡蛋坏掉了，不能拿来煎。	這些鷄蛋壞掉了，不能拿來煎。	这些鸡蛋坏掉了，不能拿来煎。
929_1	authored		北纬	北緯	台北位于北纬二十五度附近。	臺北位於北緯二十五度附近。	
930_1	tatoeba	3947643	驱逐	驅逐	许多犹太人被德国人驱逐。	許多猶太人被德國人驅逐。	許多猶太人被德國人驅逐。
931_1	tatoeba	6037679	单纯	單純	留西雅是一个很单纯的姑娘。	留西雅是一個很單純的姑娘。	留西雅是一個很單純的姑娘。
932_1	authored		棉纱	棉紗	工厂把棉纱织成布料。	工廠把棉紗織成布料。	
933_1	authored		纲领	綱領	大会通过了新的行动纲领。	大會通過了新的行動綱領。	
934_1	tatoeba	13556515	纳入	納入	中国正将阿尔及利亚纳入「一带一路」战略。	中國正將阿爾及利亞納入「一帶一路」戰略。	中國正將阿爾及利亞納入「一帶一路」戰略。
935_1	tatoeba	13876595	反驳	反駁	汤姆用一个反例反驳了那个说法。	湯姆用一個反例反駁了那個說法。	湯姆用一個反例反駁了那個說法。
936_1	tatoeba	10215680	操纵	操縱	幕后操纵者是谁？	幕後操縱者是誰？	幕后操纵者是谁？
937_1	authored		纠纷	糾紛	双方通过调解解决了纠纷。	雙方透過調解解決了糾紛。	
938_1	tatoeba	336724	报纸	報紙	在那儿看报纸的男人是我叔叔。	在那兒看報紙的男人是我叔叔。	在那儿看报纸的男人是我叔叔。
939_1	authored		纹饰	紋飾	陶器表面刻有精美纹饰。	陶器表面刻有精美紋飾。	
940_1	tatoeba	797115	纺织	紡織	苏格兰以其羊毛纺织品而著名。	蘇格蘭以其羊毛紡織品而著名。	蘇格蘭以其羊毛紡織品而著名。
941_1	tatoeba	765247	驴子	驢子	驴子对驴子抱怨他很笨。	驢子對驢子抱怨他很笨。	驢子對驢子抱怨他很笨。
942_1	tatoeba	406326	纽约	紐約	这列火车从纽约开往波士顿。	這列火車從紐約開往波士頓。	这列火车从纽约开往波士顿。
945_1	tatoeba	1413679	环境	環境	在这么嘈杂的环境中无法学习。	在這麼嘈雜的環境中無法學習。	在这么嘈杂的环境中无法学习。
948_1	tatoeba	334340	负责	負責	父母要对他们子女的安全负责。	父母要對他們子女的安全負責。	父母要对他们子女的安全负责。
949_1	tatoeba	420778	现在	現在	王兄，你现在在做什么生意了？	王兄，你現在在做什麼生意了？	王兄，你现在在做什么生意了？
951_0	tatoeba	765320	代表	代表	那么，这代表更健康的城市吗？	那麼，這代表更健康的城市嗎？	那么，这代表更健康的城市吗？
951_1	tatoeba	8744628	仪表	儀錶	汤姆把他的太阳镜留在我的车的仪表板上了。	湯姆把他的太陽鏡留在我的車的儀錶板上了。	汤姆把他的太阳镜留在我的车的仪表板上了。
952_1	tatoeba	3042328	规定	規定	一些海滩没能遵守环保规定。	一些海灘沒能遵守環保規定。	一些海滩没能遵守环保规定。
958_1	authored		拉拢	拉攏	他试图拉拢几名中立代表。	他試圖拉攏幾名中立代表。	
961_1	authored		拣选	揀選	工人仔细拣选成熟的果实。	工人仔細揀選成熟的果實。	
963_1	tatoeba	454257	担任	擔任	他在担任总统期间访问了日本。	他在擔任總統期間訪問了日本。	他在担任总统期间访问了日本。
971_1	tatoeba	1766192	头顶	頭頂	刚好有一架飞机从我头顶飞过。	剛好有一架飛機從我頭頂飛過。	刚好有一架飞机从我头顶飞过。
974_1	tatoeba	472818	拥有	擁有	企业管理不同于拥有一家企业。	企業管理不同於擁有一家企業。	企业管理不同于拥有一家企业。
977_1	tatoeba	755897	优势	優勢	主场队总是比对手有优势。	主場隊總是比對手有優勢。	主场队总是比对手有优势。
982_1	authored		拦截	攔截	守门员成功拦截了传球。	守門員成功攔截了傳球。	
985_1	authored		拧开	擰開	她拧开瓶盖喝了一口水。	她擰開瓶蓋喝了一口水。	
991_1	authored		拨乱反正	撥亂反正	新政府承诺尽快拨乱反正。	新政府承諾儘快撥亂反正。	
992_1	tatoeba	335006	选择	選擇	你可以选择红茶，咖啡或牛奶。	你可以選擇紅茶，咖啡或牛奶。	你可以选择红茶，咖啡或牛奶。
1004_1	tatoeba	476614	苹果	蘋果	不是所有的小孩子都喜欢苹果。	不是所有的小孩子都喜歡蘋果。	不是所有的小孩子都喜欢苹果。
1010_0	authored		范蠡	范蠡	范蠡是春秋末期的政治家。	范蠡是春秋末期的政治家。	
1010_1	tatoeba	1883635	范围	範圍	他试图扩大自己的势力范围。	他試圖擴大自己的勢力範圍。	他试图扩大自己的势力范围。
1014_1	tatoeba	8932461	阴茎	陰莖	别吸烟。吸烟可能缩短你的阴茎。	別吸菸。吸菸可能縮短你的陰莖。	别吸烟。吸烟可能缩短你的阴茎。
1021_1	authored		枢纽	樞紐	这座城市是重要的交通枢纽。	這座城市是重要的交通樞紐。	
1022_1	authored		掌柜	掌櫃	客栈掌柜热情地招呼客人。	客棧掌櫃熱情地招呼客人。	
1025_0	tatoeba	346460	老板	老板	老板对你的工作有很高的评价。	老板對你的工作有很高的評價。	老板对你的工作有很高的评价。
1025_1	tatoeba	346460	老板	老闆	老板对你的工作有很高的评价。	老闆對你的工作有很高的評價。	老板对你的工作有很高的评价。
1026_0	authored		武松	武松	武松是古典小说中的人物。	武松是古典小說中的人物。	
1026_1	tatoeba	522166	轻松	輕鬆	放轻松，这只是个稻草人而已。	放輕鬆，這只是個稻草人而已。	放轻松，这只是个稻草人而已。
1027_1	tatoeba	869916	步枪	步槍	班杰明用步枪射了一只熊。	班傑明用步槍射了一隻熊。	班傑明用步槍射了一隻熊。
1028_1	tatoeba	13573786	枫叶	楓葉	桌上摆放著一瓶被霜冻漂白的蕨类植物和红宝石色的枫叶。	桌上擺放著一瓶被霜凍漂白的蕨類植物和紅寶石色的楓葉。	桌上擺放著一瓶被霜凍漂白的蕨類植物和紅寶石色的楓葉。
1029_1	tatoeba	2367587	机构	機構	我一得到一大笔钱就捐一部分给慈善机构。	我一得到一大筆錢就捐一部分給慈善機構。	我一得到一大笔钱就捐一部分给慈善机构。
1034_1	tatoeba	2054131	丧失	喪失	他完全丧失了能成功的信心。	他完全喪失了能成功的信心。	他完全丧失了能成功的信心。
1036_1	tatoeba	1490534	画家	畫家	他是个画家，但他不会画国画。	他是個畫家，但他不會畫國畫。	他是个画家，但他不会画国画。
1040_1	authored		蜜枣	蜜棗	这袋蜜枣又甜又软。	這袋蜜棗又甜又軟。	
1042_1	tatoeba	420746	买卖	買賣	我天天在这里做买卖，不会让你吃亏的！	我天天在這裡做買賣，不會讓你吃虧的！	我天天在这里做买卖，不会让你吃亏的！
1043_0	tatoeba	13549587	浓郁	濃郁	充分氧化反应赋予红茶浓郁醇厚的风味和深琥珀色。	充分氧化反應賦予紅茶濃郁醇厚的風味和深琥珀色。	充分氧化反應賦予紅茶濃鬱醇厚的風味和深琥珀色。
1043_1	tatoeba	2757133	郁闷	鬱悶	汤姆失业后，为了排遣郁闷的心情而开始了赌博。	湯姆失業後，為了排遣鬱悶的心情而開始了賭博。	湯姆失業後，為了排遣鬱悶的心情而開始了賭博。
1044_1	authored		明矾	明礬	明矾过去常被用于净水。	明礬過去常被用於淨水。	
1045_1	authored		矿产	礦產	这一地区拥有丰富的矿产。	這一地區擁有豐富的礦產。	
1046_1	tatoeba	13886138	码头	碼頭	末班渡轮在晚上十点整发船，请提早抵达码头。	末班渡輪在晚上十點整發船，請提早抵達碼頭。	末班渡輪在晚上十點整發船，請提早抵達碼頭。
1047_1	tatoeba	10301340	厕所	厠所	稍等一下，我想去上一下厕所。	稍等一下，我想去上一下厠所。	稍等一下，我想去上一下廁所。
1051_1	tatoeba	529645	兴奋	興奮	你半透明的裙子让我高度兴奋。	你半透明的裙子讓我高度興奮。	你半透明的裙子让我高度兴奋。
1052_1	tatoeba	1888733	状态	狀態	我不在讨论这个问题的状态。	我不在討論這個問題的狀態。	我不在讨论这个问题的状态。
1053_1	tatoeba	7795217	欧洲	歐洲	那离欧洲有点远，你不觉得吗？	那離歐洲有點遠，你不覺得嗎？	那离欧洲有点远，你不觉得吗？
1054_1	tatoeba	13317051	殴打	毆打	我看见汤姆殴打玛丽。	我看見湯姆毆打瑪麗。	我看見湯姆毆打瑪麗。
1055_1	tatoeba	2047863	垄断	壟斷	他们垄断了原物料供应，并开天价。	他們壟斷了原物料供應，並開天價。	他們壟斷了原物料供應，並開天價。
1057_1	authored		轰炸机	轟炸機	轰炸机从机场起飞。	轟炸機從機場起飛。	
1058_1	authored		公顷	公頃	这片森林占地数千公顷。	這片森林佔地數千公頃。	
1059_1	tatoeba	13920591	转移	轉移	他试图转移大家的注意力。	他試圖轉移大家的注意力。	他试图转移大家的注意力。
1060_1	authored		斩首	斬首	将军下令对俘虏执行斩首。	將軍下令對俘虜執行斬首。	
1061_1	tatoeba	871218	一轮	一輪	再来一轮怎么样？	再來一輪怎麼樣？	再來一輪怎麼樣？
1062_1	tatoeba	9772966	软件	軟件	为什么我的翻墙软件速度很慢？	為什麼我的翻牆軟件速度很慢？	为什么我的翻墙软件速度很慢？
1068_1	tatoeba	5685903	牙齿	牙齒	我的牙齿没有我希望的那样白。	我的牙齒沒有我希望的那樣白。	我的牙齿没有我希望的那样白。
1072_1	authored		俘虏	俘虜	士兵押送俘虏回到营地。	士兵押送俘虜回到營地。	
1073_1	tatoeba	3763535	肾脏	腎臟	肾脏病患者请勿在无医生同意下服用。	腎臟病患者請勿在無醫生同意下服用。	腎臟病患者請勿在無醫生同意下服用。
1074_1	authored		魏忠贤	魏忠賢	魏忠贤是明代宦官。	魏忠賢是明代宦官。	
1081_1	tatoeba	613113	中国	中國	在中国十一月十一号是光棍节。	在中國十一月十一號是光棍節。	在中国十一月十一号是光棍节。
1086_1	tatoeba	785084	畅销	暢銷	她抓紧时间地阅读一本畅销小说。	她抓緊時間地閱讀一本暢銷小說。	她抓緊時間地閱讀一本暢銷小說。
1089_1	tatoeba	1270579	喉咙	喉嚨	我的喉咙又干又红、又痛又痒。	我的喉嚨又幹又紅、又痛又癢。	我的喉嚨又乾又紅、又痛又癢。
1100_1	authored		鸣叫	鳴叫	清晨传来鸟儿的鸣叫。	清晨傳來鳥兒的鳴叫。	
1108_1	tatoeba	405750	俄罗斯	俄羅斯	俄罗斯面临着严重的财政困难。	俄羅斯面臨著嚴重的財政困難。	俄罗斯面临着严重的财政困难。
1109_1	tatoeba	13153676	旗帜	旗幟	反叛者践踏敌人的旗帜，以示挑衅。	反叛者踐踏敵人的旗幟，以示挑釁。	反叛者踐踏敵人的旗幟，以示挑釁。
1111_1	authored		秦岭	秦嶺	秦岭横贯中国中部。	秦嶺橫貫中國中部。	
1112_1	authored		袁世凯	袁世凱	袁世凯曾任中华民国大总统。	袁世凱曾任中華民國大總統。	
1113_1	tatoeba	346477	失败	失敗	听说他失败了，我感到很惊讶。	聽說他失敗了，我感到很驚訝。	听说他失败了，我感到很惊讶。
1114_1	tatoeba	5551197	账户	賬戶	我认为你应该在这里开个账户。	我認為你應該在這裡開個賬戶。	我认为你应该在这里开个账户。
1115_1	tatoeba	811269	贩卖	販賣	她在演唱会的场地贩卖毒品。	她在演唱會的場地販賣毒品。	她在演唱会的场地贩卖毒品。
1116_1	tatoeba	1408044	贬值	貶值	随着通货膨胀的发展美元贬值了。	隨著通貨膨脹的發展美元貶值了。	随着通货膨胀的发展美元贬值了。
1117_1	tatoeba	429478	购买	購買	我当时每个月都会购买五本书。	我當時每個月都會購買五本書。	我当时每个月都会购买五本书。
1118_1	authored		贮藏	貯藏	地窖适合贮藏冬季蔬菜。	地窖適合貯藏冬季蔬菜。	
1119_1	tatoeba	1408095	图片	圖片	这张图片让我想起了我的家人。	這張圖片讓我想起了我的家人。	这张图片让我想起了我的家人。
1120_1	authored		钓鱼岛	釣魚島	钓鱼岛位于东海。	釣魚島位於東海。	
1121_0	tatoeba	1737909	制度	制度	我们想修改学校的规章制度。	我們想修改學校的規章制度。	我们想修改学校的规章制度。
1121_1	tatoeba	437302	制造	製造	他为他的迟到制造了一个借口。	他為他的遲到製造了一個藉口。	他为他的迟到制造了一个借口。
1129_0	authored		搜刮	搜刮	官吏借机搜刮百姓的钱财。	官吏藉機搜刮百姓的錢財。	
1129_1	tatoeba	1313753	刮风	颳風	今天有一点刮风。	今天有一點颳風。	今天有一点刮风。
1141_1	tatoeba	8637410	大侠	大俠	与此同时江琴分散了江枫的哥哥燕大侠的注意力。	與此同時江琴分散了江楓的哥哥燕大俠的注意力。	与此同时江琴分散了江枫的哥哥燕大侠的注意力。
1142_1	tatoeba	10042018	侥幸	僥倖	好险啊，还好侥幸逃过一劫。	好險啊，還好僥倖逃過一劫。	好险啊，还好侥幸逃过一劫。
1145_1	tatoeba	1223757	侦察	偵察	那嫌疑犯对侦察官撒了个谎。	那嫌疑犯對偵察官撒了個謊。	那嫌疑犯對偵察官撒了個謊。
1147_1	authored		两侧	兩側	道路两侧种满了梧桐树。	道路兩側種滿了梧桐樹。	
1148_1	tatoeba	2085116	凭借	憑借	那只鸟凭借自己巨大的翅膀能飞得很快。	那隻鳥憑借自己巨大的翅膀能飛得很快。	那只鸟凭借自己巨大的翅膀能飞得很快。
1149_1	authored		华侨	華僑	许多华侨仍与故乡保持联系。	許多華僑仍與故鄉保持聯絡。	
1151_1	tatoeba	6039669	货币	貨幣	在商朝，贝朋为通用货币。	在商朝，貝朋為通用貨幣。	在商朝，貝朋為通用貨幣。
1157_1	tatoeba	13952572	物质	物質	这种剧毒物质能直接穿透皮肤。	這種劇毒物質能直接穿透皮膚。	这种剧毒物质能直接穿透皮肤。
1159_0	tatoeba	464955	征服	征服	魅力冲击视觉，美德征服心灵。	魅力衝擊視覺，美德征服心靈。	魅力冲击视觉，美德征服心灵。
1159_1	tatoeba	13519149	特征	特徵	俄语动词的一个特征是存在体的范畴。	俄語動詞的一個特徵是存在體的範疇。	俄語動詞的一個特徵是存在體的範疇。
1163_1	tatoeba	333396	途径	途徑	去那个村庄的唯一途径是过河。	去那個村莊的唯一途徑是過河。	去那个村庄的唯一途径是过河。
1165_0	tatoeba	1567770	宿舍	宿舍	这间宿舍住着两个美国留学生。	這間宿舍住著兩個美國留學生。	这间宿舍住着两个美国留学生。
1165_1	tatoeba	13939326	舍不得	捨不得	他是个念旧的人，很多东西都舍不得扔掉。	他是個念舊的人，很多東西都捨不得扔掉。	他是个念旧的人，很多东西都舍不得扔掉。
1173_1	authored		寻觅	尋覓	警方正在寻觅失踪儿童。	警方正在尋覓失蹤兒童。	
1176_1	tatoeba	13917199	贪污	貪污	他仗著权势贪污舞弊，没想到东窗事发后妻离子散，真是恶有恶报。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。	他仗著權勢貪污舞弊，沒想到東窗事發後妻離子散，真是惡有惡報。
1178_1	tatoeba	343698	贫困	貧困	贫困让他学会了自己解决问题。	貧困讓他學會了自己解決問題。	贫困让他学会了自己解决问题。
1180_1	tatoeba	13952572	皮肤	皮膚	这种剧毒物质能直接穿透皮肤。	這種劇毒物質能直接穿透皮膚。	这种剧毒物质能直接穿透皮肤。
1183_1	tatoeba	339440	肿瘤	腫瘤	我得了胃肿瘤，必须动手术切除。	我得了胃腫瘤，必須動手術切除。	我得了胃腫瘤，必須動手術切除。
1184_1	tatoeba	1408044	膨胀	膨脹	随着通货膨胀的发展美元贬值了。	隨著通貨膨脹的發展美元貶值了。	随着通货膨胀的发展美元贬值了。
1187_1	tatoeba	772001	肮脏	骯髒	没有肮脏的爱情, 也没有美丽的监狱。	沒有骯髒的愛情, 也沒有美麗的監獄。	沒有骯髒的愛情, 也沒有美麗的監獄。
1191_1	tatoeba	604468	威胁	威脅	空气污染将会威胁我们的生存。	空氣汙染將會威脅我們的生存。	空气污染将会威胁我们的生存。
1194_1	authored		鱼类	魚類	这片海域生活着多种鱼类。	這片海域生活著多種魚類。	
1199_1	tatoeba	1085704	狰狞	猙獰	恶魔一把抓住了我的妹妹，一边狰狞地狂笑着，一边把她丢进了一个无底洞里。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑著，一邊把她丟進了一個無底洞裡。	惡魔一把抓住了我的妹妹，一邊猙獰地狂笑着，一邊把她丟進了一個無底洞裏。
1200_1	tatoeba	334798	准备	準備	门铃响的时候，我正准备出门。	門鈴響的時候，我正準備出門。	门铃响的时候，我正准备出门。
1201_1	tatoeba	784578	装饰	裝飾	她用玫瑰花装饰了她的房间。	她用玫瑰花裝飾了她的房間。	她用玫瑰花装饰了她的房间。
1202_1	authored		饱和	飽和	空气中的水汽已经接近饱和。	空氣中的水汽已經接近飽和。	
