official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
6996	3	帱	6996_1	幬	false	覆帱	覆幬	authored-example	project-authored	覆帱是一个较少见的词语。	覆幬是一個較少見的詞語。		lexical-context
6999	3	𪨶	6999_1	輋	false	𪨶字	輋字	domain-template	metalinguistic-fallback	古代车辆记录中出现了𪨶。	古代車輛記錄中出現了輋。	Historical transport technology: a rare character associated with a cart, carriage, wheel, or vehicle component.	domain-template
7000	3	崄	7000_1	嶮	false	行崄侥幸	行嶮僥幸	authored-example	project-authored	行崄侥幸是一个成语或固定说法。	行嶮僥幸是一個成語或固定說法。		lexical-context
7003	3	赆	7003_1	贐	false	西赆南琛	西贐南琛	authored-example	project-authored	西赆南琛是一个成语或固定说法。	西贐南琛是一個成語或固定說法。		lexical-context
7004	3	𬬸	7004_1	鉥	false	𬬸字	鉥字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬬸。	金屬器物或技術資料中可見鉥。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7005	3	钷	7005_1	鉕	false	钷字	鉕字	element-domain	metalinguistic-fallback	实验记录中提到了钷。	實驗記錄中提到了鉕。	Chemistry: promethium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7006	3	𬬻	7006_1	鑪	false	𬬻字	鑪字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬬻。	金屬器物或技術資料中可見鑪。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7007	3	𬬹	7007_1	鉮	false	𬬹字	鉮字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬬹。	金屬器物或技術資料中可見鉮。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7008	3	𬬿	7008_1	鉊	false	𬬿字	鉊字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬬿。	金屬器物或技術資料中可見鉊。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7009	3	𬭁	7009_1	鉧	false	钴𬭁	鈷鉧	authored-example	project-authored	钴𬭁是一个较少见的词语。	鈷鉧是一個較少見的詞語。		lexical-context
7019	3	𫢸	7019_1	僤	false	𫢸字	僤字	domain-template	metalinguistic-fallback	古文中可见𫢸。	古文中可見僤。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7029	3	鸰	7029_1	鴒	false	鹡鸰	鶺鴒	authored-example	project-authored	鹡鸰是一种鸟。	鶺鴒是一種鳥。		lexical-context
7034	3	鱽	7034_1	魛	false	鱽字	魛字	domain-template	metalinguistic-fallback	图鉴中收录了鱽这种鱼。	圖鑑中收錄了魛這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7039	3	𫗧	7039_1	餗	false	覆𫗧	覆餗	authored-example	project-authored	覆𫗧是一个较少见的词语。	覆餗是一個較少見的詞語。		lexical-context
7053	3	𬊈	7053_1	燖	false	𬊈字	燖字	curated-domain	metalinguistic-fallback	厨师把饭菜重新𬊈热。	廚師把飯菜重新燖熱。	Cooking vocabulary: means to reheat food.	curated-domain
7059	3	涢	7059_1	溳	false	涢水	溳水	authored-example	project-authored	涢水是一个地名。	溳水是一個地名。		lexical-context
7070	3	𬒈	7070_1	礐	false	𬒈字	礐字	domain-template	metalinguistic-fallback	古代石材记录中出现了𬒈。	古代石材記錄中出現了礐。	Geology / historical stone terminology: a rare character associated with stone, rock, minerals, or their properties.	domain-template
7074	3	窎	7074_1	窵	false	窎字	窵字	curated-domain	metalinguistic-fallback	山谷窎远而幽静。	山谷窵遠而幽靜。	Classical spatial description: means deep or distant.	curated-domain
7079	3	袯	7079_1	襏	false	袯襫	襏襫	authored-example	project-authored	袯襫是一个较少见的词语。	襏襫是一個較少見的詞語。		lexical-context
7093	3	𬳿	7093_1	駼	false	𬳿字	駼字	domain-template	metalinguistic-fallback	古籍中用𬳿描述马匹。	古籍中用駼描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7094	3	𫄨	7094_1	絺	false	𫄨字	絺字	domain-template	metalinguistic-fallback	古代织物记录中出现了𫄨。	古代織物記錄中出現了絺。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7095	3	绤	7095_1	綌	false	绤字	綌字	curated-domain	metalinguistic-fallback	古人用绤制作粗布衣。	古人用綌製作粗布衣。	Traditional textiles: coarse hempen cloth.	curated-domain
7096	3	骍	7096_1	騂	false	犁牛骍角	犁牛騂角	authored-example	project-authored	犁牛骍角是一个较少见的词语。	犁牛騂角是一個較少見的詞語。		lexical-context
7097	3	𬘫	7097_1	綄	false	𬘫字	綄字	domain-template	metalinguistic-fallback	古代织物记录中出现了𬘫。	古代織物記錄中出現了綄。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7099	3	琎	7099_1	璡	false	琎字	璡字	domain-template	metalinguistic-fallback	古代玉器或人名记录中可见琎。	古代玉器或人名記錄中可見璡。	Jade terminology / personal names: a rare character associated with jade, ornament, or name usage.	domain-template
7114	3	𫮃	7114_1	墠	false	𫮃字	墠字	domain-template	metalinguistic-fallback	地方志中记载了𫮃。	地方志中記載了墠。	Historical geography / topography: a rare character used for terrain, a structure, or a place name.	domain-template
7117	3	壸	7117_1	壼	false	一壸千金	一壼千金	authored-example	project-authored	一壸千金是一个成语或固定说法。	一壼千金是一個成語或固定說法。		lexical-context
7119	3	聍	7119_1	聹	false	耵聍	耵聹	authored-example	project-authored	耵聍是一个医学词语。	耵聹是一個醫學詞語。		lexical-context
7121	3	萚	7121_1	蘀	false	萚字	蘀字	domain-template	metalinguistic-fallback	本草书中记载了萚。	本草書中記載了蘀。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
7125	3	勚	7125_1	勩	false	勚字	勩字	domain-template	metalinguistic-fallback	古文中可见勚。	古文中可見勩。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7132	3	䓨	7132_1	罃	false	䓨字	罃字	domain-template	metalinguistic-fallback	本草书中记载了䓨。	本草書中記載了罃。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
7135	3	梼	7135_1	檮	false	梼杌	檮杌	authored-example	project-authored	梼杌是一个较少见的词语。	檮杌是一個較少見的詞語。		lexical-context
7138	3	梾	7138_1	棶	false	梾木	棶木	authored-example	project-authored	梾木是一种植物。	棶木是一種植物。		lexical-context
7144	3	厣	7144_1	厴	false	厣字	厴字	curated-domain	metalinguistic-fallback	这只贝壳的厣很完整。	這隻貝殼的厴很完整。	Zoology / shell anatomy: a shell or shell-like covering.	curated-domain
7146	3	鿎	7146_1	䃮	false	鿎字	䃮字	domain-template	metalinguistic-fallback	古代石材记录中出现了鿎。	古代石材記錄中出現了䃮。	Geology / historical stone terminology: a rare character associated with stone, rock, minerals, or their properties.	domain-template
7147	3	硙	7147_1	磑	false	硙硙	磑磑	authored-example	project-authored	硙硙是一个较少见的词语。	磑磑是一個較少見的詞語。		lexical-context
7148	3	硚	7148_1	礄	false	硚口区	礄口區	authored-example	project-authored	硚口区是一个地名。	礄口區是一個地名。		lexical-context
7152	3	䴕	7152_1	鴷	false	蚁䴕	蟻鴷	authored-example	project-authored	蚁䴕是一种鸟。	蟻鴷是一種鳥。		lexical-context
7153	3	龁	7153_1	齕	false	龁字	齕字	domain-template	metalinguistic-fallback	古代医书中出现了龁。	古代醫書中出現了齕。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
7161	3	𬱖	7161_1	頔	false	𬱖字	頔字	curated-domain	metalinguistic-fallback	古文赞其容貌𬱖美。	古文讚其容貌頔美。	Classical descriptions of appearance: means good and beautiful.	curated-domain
7166	3	𬟽	7166_1	蝀	false	䗖𬟽	螮蝀	authored-example	project-authored	䗖𬟽是一个较少见的词语。	螮蝀是一個較少見的詞語。		lexical-context
7168	3	啴	7168_1	嘽	false	啴缓	嘽緩	authored-example	project-authored	啴缓是一个较少见的词语。	嘽緩是一個較少見的詞語。		lexical-context
7176	3	铏	7176_1	鉶	false	铏字	鉶字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见铏。	金屬器物或技術資料中可見鉶。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7177	3	𫓯	7177_1	銈	false	𫓯字	銈字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𫓯。	金屬器物或技術資料中可見銈。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7178	3	𫟹	7178_1	鉷	false	𫟹字	鉷字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𫟹。	金屬器物或技術資料中可見鉷。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7179	3	铕	7179_1	銪	false	铕字	銪字	element-domain	metalinguistic-fallback	实验记录中提到了铕。	實驗記錄中提到了銪。	Chemistry: europium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7180	3	𫟼	7180_1	鐽	false	𫟼字	鐽字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𫟼。	金屬器物或技術資料中可見鐽。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7181	3	铖	7181_1	鋮	false	阮大铖	阮大鋮	authored-example	project-authored	阮大铖是一个人名。	阮大鋮是一個人名。		lexical-context
7182	3	铘	7182_1	鋣	false	铘字	鋣字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见铘。	金屬器物或技術資料中可見鋣。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7183	3	铚	7183_1	銍	false	铚字	銍字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见铚。	金屬器物或技術資料中可見銍。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7184	3	铞	7184_1	銱	false	钌铞儿	釕銱兒	authored-example	project-authored	钌铞儿是一种器物。	釕銱兒是一種器物。		lexical-context
7185	3	铥	7185_1	銩	false	铥字	銩字	element-domain	metalinguistic-fallback	实验记录中提到了铥。	實驗記錄中提到了銩。	Chemistry: thulium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7186	3	铴	7186_1	鐋	false	铴锣	鐋鑼	authored-example	project-authored	铴锣是一种器物。	鐋鑼是一種器物。		lexical-context
7194	3	鸺	7194_1	鵂	false	鸺鹠	鵂鶹	authored-example	project-authored	鸺鹠是一种鸟。	鵂鶹是一種鳥。		lexical-context
7205	3	鸼	7205_1	鵃	false	鸼字	鵃字	domain-template	metalinguistic-fallback	图鉴中记录了鸼这种鸟。	圖鑑中記錄了鵃這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7209	3	䝙	7209_1	貙	false	䝙字	貙字	domain-template	metalinguistic-fallback	古代动物记录中可见䝙。	古代動物記錄中可見貙。	Historical zoology / animal husbandry: a rare character associated with an animal or livestock term.	domain-template
7210	3	脶	7210_1	腡	false	脶字	腡字	domain-template	metalinguistic-fallback	古代医书中出现了脶。	古代醫書中出現了腡。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
7214	3	鱾	7214_1	魢	false	鱾字	魢字	domain-template	metalinguistic-fallback	图鉴中收录了鱾这种鱼。	圖鑑中收錄了魢這種魚。	Zoology / ichthyology: a rare character used in the name of a fish or fish group.	domain-template
7221	3	庼	7221_1	廎	false	庼字	廎字	domain-template	metalinguistic-fallback	古代建筑记录中出现了庼。	古代建築記錄中出現了廎。	Historical architecture: a rare character associated with a gate, room, structure, architectural fitting, or decorative support.	domain-template
7224	3	䴔	7224_1	鵁	false	䴔字	鵁字	domain-template	metalinguistic-fallback	图鉴中记录了䴔这种鸟。	圖鑑中記錄了鵁這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7227	3	阌	7227_1	閿	false	阌字	閿字	domain-template	metalinguistic-fallback	古代建筑记录中出现了阌。	古代建築記錄中出現了閿。	Historical architecture: a rare character associated with a gate, room, structure, architectural fitting, or decorative support.	domain-template
7234	3	𬇹	7234_1	漍	false	𬇹字	漍字	domain-template	metalinguistic-fallback	地方志中记载了𬇹。	地方志中記載了漍。	Historical geography / hydrology: a rare water-related character used for a river, water feature, sound, or flow.	domain-template
7241	3	𬍡	7241_1	璗	false	𬍡字	璗字	domain-template	metalinguistic-fallback	古代玉器或人名记录中可见𬍡。	古代玉器或人名記錄中可見璗。	Jade terminology / personal names: a rare character associated with jade, ornament, or name usage.	domain-template
7249	3	𬤇	7249_1	諲	false	𬤇字	諲字	domain-template	metalinguistic-fallback	古文中可见𬤇。	古文中可見諲。	Classical Chinese rhetoric / language: a rare speech-related character used in older vocabulary or writing.	domain-template
7250	3	𫍯	7250_1	諴	false	𫍯字	諴字	domain-template	metalinguistic-fallback	古文中可见𫍯。	古文中可見諴。	Classical Chinese rhetoric / language: a rare speech-related character used in older vocabulary or writing.	domain-template
7252	3	裈	7252_1	褌	false	花下晒裈	花下曬褌	authored-example	project-authored	花下晒裈是一个较少见的词语。	花下曬褌是一個較少見的詞語。		lexical-context
7254	3	𬤊	7254_1	諟	false	𬤊字	諟字	domain-template	metalinguistic-fallback	古文中可见𬤊。	古文中可見諟。	Classical Chinese rhetoric / language: a rare speech-related character used in older vocabulary or writing.	domain-template
7255	3	𫍲	7255_1	謏	false	𫍲字	謏字	domain-template	metalinguistic-fallback	古文中可见𫍲。	古文中可見謏。	Classical Chinese rhetoric / language: a rare speech-related character used in older vocabulary or writing.	domain-template
7256	3	谞	7256_1	諝	false	谋无遗谞	謀無遺諝	authored-example	project-authored	谋无遗谞是一个较少见的词语。	謀無遺諝是一個較少見的詞語。		lexical-context
7260	3	𬯎	7260_1	隤	false	𬯎字	隤字	domain-template	metalinguistic-fallback	地方志中记载了𬯎。	地方志中記載了隤。	Historical geography / topography: a rare character used for terrain, a structure, or a place name.	domain-template
7266	3	婳	7266_1	嫿	false	婳字	嫿字	domain-template	metalinguistic-fallback	古代玉器或人名记录中可见婳。	古代玉器或人名記錄中可見嫿。	Jade terminology / personal names: a rare character associated with jade, ornament, or name usage.	domain-template
7273	3	𬘬	7273_1	綪	false	𬘬字	綪字	domain-template	metalinguistic-fallback	古代织物记录中出现了𬘬。	古代織物記錄中出現了綪。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7274	3	𬘭	7274_1	綝	false	𬘭字	綝字	domain-template	metalinguistic-fallback	古代织物记录中出现了𬘭。	古代織物記錄中出現了綝。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7275	3	𬴂	7275_1	騑	false	𬴂字	騑字	domain-template	metalinguistic-fallback	古籍中用𬴂描述马匹。	古籍中用騑描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7276	3	𫘦	7276_1	騊	false	𫘦字	騊字	domain-template	metalinguistic-fallback	古籍中用𫘦描述马匹。	古籍中用騊描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7277	3	绹	7277_1	綯	false	绹字	綯字	domain-template	metalinguistic-fallback	古代织物记录中出现了绹。	古代織物記錄中出現了綯。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7278	3	𫟅	7278_1	綡	false	𫟅字	綡字	domain-template	metalinguistic-fallback	古代织物记录中出现了𫟅。	古代織物記錄中出現了綡。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7279	3	𬘯	7279_1	綧	false	𬘯字	綧字	domain-template	metalinguistic-fallback	古代织物记录中出现了𬘯。	古代織物記錄中出現了綧。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7280	3	骕	7280_1	驌	false	骕骦	驌驦	authored-example	project-authored	骕骦是一个较少见的词语。	驌驦是一個較少見的詞語。		lexical-context
7281	3	𫘧	7281_1	騄	false	𫘧字	騄字	domain-template	metalinguistic-fallback	古籍中用𫘧描述马匹。	古籍中用騄描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7298	3	絷	7298_1	縶	false	絷字	縶字	domain-template	metalinguistic-fallback	古代织物记录中出现了絷。	古代織物記錄中出現了縶。	Traditional textiles / cordage: a rare character associated with fibres, silk, thread, rope, or textile production.	domain-template
7299	3	𪣻	7299_1	塿	false	𪣻字	塿字	domain-template	metalinguistic-fallback	地方志中记载了𪣻。	地方志中記載了塿。	Historical geography / topography: a rare character used for terrain, a structure, or a place name.	domain-template
7307	3	蒇	7307_1	蕆	false	蒇字	蕆字	domain-template	metalinguistic-fallback	本草书中记载了蒇。	本草書中記載了蕆。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
7310	3	蒉	7310_1	蕢	false	蒉字	蕢字	domain-template	metalinguistic-fallback	本草书中记载了蒉。	本草書中記載了蕢。	Botany / traditional materia medica: a rare character used in a plant name or botanical description.	domain-template
7326	3	𬃊	7326_1	櫍	false	𬃊字	櫍字	domain-template	metalinguistic-fallback	古代木器或植物记录中可见𬃊。	古代木器或植物記錄中可見櫍。	Woodcraft / historical botany: a rare character associated with wood, a wooden object, or a plant name.	domain-template
7327	3	鹀	7327_1	鵐	false	圃鹀	圃鵐	authored-example	project-authored	圃鹀是一种鸟。	圃鵐是一種鳥。		lexical-context
7334	3	𬷕	7334_1	鵏	false	𬷕字	鵏字	domain-template	metalinguistic-fallback	图鉴中记录了𬷕这种鸟。	圖鑑中記錄了鵏這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7336	3	酦	7336_1	醱	false	酦酵	醱酵	authored-example	project-authored	酦酵是一种材料或化学物质。	醱酵是一種材料或化學物質。		lexical-context
7337	3	觌	7337_1	覿	false	觌面	覿面	authored-example	project-authored	觌面是一个较少见的词语。	覿面是一個較少見的詞語。		lexical-context
7342	3	詟	7342_1	讋	false	陆詟水栗	陸讋水慄	authored-example	project-authored	陆詟水栗是一个成语或固定说法。	陸讋水慄是一個成語或固定說法。		lexical-context
7343	3	𫐐	7343_1	輗	false	𫐐字	輗字	domain-template	metalinguistic-fallback	古代车辆记录中出现了𫐐。	古代車輛記錄中出現了輗。	Historical transport technology: a rare character associated with a cart, carriage, wheel, or vehicle component.	domain-template
7344	3	辌	7344_1	輬	false	辒辌	轀輬	authored-example	project-authored	辒辌是一种器物。	轀輬是一種器物。		lexical-context
7346	3	龂	7346_1	齗	false	龂字	齗字	domain-template	metalinguistic-fallback	古代医书中出现了龂。	古代醫書中出現了齗。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
7347	3	𬹼	7347_1	齘	false	𬹼字	齘字	domain-template	metalinguistic-fallback	古代医书中出现了𬹼。	古代醫書中出現了齘。	Historical anatomy / medicine: a rare character associated with the body, teeth, or an anatomical term.	domain-template
7361	3	𫶇	7361_1	嵽	false	𫶇字	嵽字	domain-template	metalinguistic-fallback	地方志中记载了𫶇。	地方志中記載了嵽。	Historical geography / topography: a rare character used for terrain, a structure, or a place name.	domain-template
7365	3	嵚	7365_1	嶔	false	欹嵚历落	欹嶔歷落	authored-example	project-authored	欹嵚历落是一个较少见的词语。	欹嶔歷落是一個較少見的詞語。		lexical-context
7366	3	翙	7366_1	翽	false	翙字	翽字	domain-template	metalinguistic-fallback	古文中可见翙。	古文中可見翽。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7367	3	𫖮	7367_1	顗	false	智𫖮	智顗	authored-example	project-authored	智𫖮是一个人名。	智顗是一個人名。		lexical-context
7370	3	赑	7370_1	贔	false	赑屃	贔屭	authored-example	project-authored	赑屃是一个较少见的词语。	贔屭是一個較少見的詞語。		lexical-context
7372	3	赒	7372_1	賙	false	赒人	賙人	authored-example	project-authored	赒人是一个较少见的词语。	賙人是一個較少見的詞語。		lexical-context
7373	3	鿏	7373_1	䥑	false	鿏字	䥑字	element-domain	metalinguistic-fallback	实验记录中提到了鿏。	實驗記錄中提到了䥑。	Chemistry: meitnerium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7374	3	铹	7374_1	鐒	false	铹字	鐒字	element-domain	metalinguistic-fallback	实验记录中提到了铹。	實驗記錄中提到了鐒。	Chemistry: lawrencium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7375	3	𬭊	7375_1	𨧀	false	𬭊字	𨧀字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭊。	金屬器物或技術資料中可見𨧀。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7376	3	铽	7376_1	鋱	false	铽字	鋱字	element-domain	metalinguistic-fallback	实验记录中提到了铽。	實驗記錄中提到了鋱。	Chemistry: terbium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7377	3	𨱇	7377_1	銶	false	𨱇字	銶字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𨱇。	金屬器物或技術資料中可見銶。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7378	3	𫓶	7378_1	鋗	false	𫓶字	鋗字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𫓶。	金屬器物或技術資料中可見鋗。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7379	3	锊	7379_1	鋝	false	锊字	鋝字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锊。	金屬器物或技術資料中可見鋝。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7380	3	锍	7380_1	鋶	false	锍字	鋶字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见锍。	金屬器物或技術資料中可見鋶。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7381	3	锎	7381_1	鐦	false	锎字	鐦字	element-domain	metalinguistic-fallback	实验记录中提到了锎。	實驗記錄中提到了鐦。	Chemistry: californium, a chemical element represented by this character in Chinese technical terminology.	element-domain
7382	3	𬭎	7382_1	鋐	false	𬭎字	鋐字	domain-template	metalinguistic-fallback	金属器物或技术资料中可见𬭎。	金屬器物或技術資料中可見鋐。	Metallurgy / historical material culture: a rare metal-radical character used for a metal, tool, weapon, vessel, ornament, or technical term.	domain-template
7383	3	锓	7383_1	鋟	false	中度锓	中度鋟	authored-example	project-authored	中度锓是一个较少见的词语。	中度鋟是一個較少見的詞語。		lexical-context
7385	3	颋	7385_1	頲	false	颋字	頲字	domain-template	metalinguistic-fallback	古文中可见颋。	古文中可見頲。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7389	3	筜	7389_1	簹	false	筼筜	篔簹	authored-example	project-authored	筼筜是一种植物。	篔簹是一種植物。		lexical-context
7399	3	𫖯	7399_1	頫	false	𫖯字	頫字	domain-template	metalinguistic-fallback	古文中可见𫖯。	古文中可見頫。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7401	3	腘	7401_1	膕	false	腘窝	膕窩	authored-example	project-authored	腘窝是一个医学词语。	膕窩是一個醫學詞語。		lexical-context
7405	3	𬱟	7405_1	頠	false	𬱟字	頠字	domain-template	metalinguistic-fallback	古文中可见𬱟。	古文中可見頠。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7406	3	鲃	7406_1	䰾	false	鲃鱼	䰾魚	authored-example	project-authored	鲃鱼是一种鱼类或水生动物。	䰾魚是一種魚類或水生動物。		lexical-context
7408	3	𫛭	7408_1	鵟	false	大𫛭	大鵟	authored-example	project-authored	大𫛭是一个较少见的词语。	大鵟是一個較少見的詞語。		lexical-context
7411	3	馉	7411_1	餶	false	馉字	餶字	domain-template	metalinguistic-fallback	地方食谱中提到了馉。	地方食譜中提到了餶。	Traditional or regional food vocabulary: a rare character used for a dish, food, or preparation.	domain-template
7414	3	𫷷	7414_1	廞	false	𫷷字	廞字	curated-domain	metalinguistic-fallback	军队出发前先𫷷备车马。	軍隊出發前先廞備車馬。	Ancient military logistics: preparing horses and chariots for battle.	curated-domain
7421	3	𬮱	7421_1	闉	false	𬮱字	闉字	domain-template	metalinguistic-fallback	古代建筑记录中出现了𬮱。	古代建築記錄中出現了闉。	Historical architecture: a rare character associated with a gate, room, structure, architectural fitting, or decorative support.	domain-template
7423	3	𬊤	7423_1	燀	false	𬊤字	燀字	curated-domain	metalinguistic-fallback	众人添柴，使火更𬊤。	眾人添柴，使火更燀。	Classical fire vocabulary: to make a fire or cause a blaze.	curated-domain
7425	3	𣸣	7425_1	濆	false	𣸣字	濆字	domain-template	metalinguistic-fallback	地方志中记载了𣸣。	地方志中記載了濆。	Historical geography / hydrology: a rare water-related character used for a river, water feature, sound, or flow.	domain-template
7427	3	溁	7427_1	濚	false	溁字	濚字	domain-template	metalinguistic-fallback	地方志中记载了溁。	地方志中記載了濚。	Historical geography / hydrology: a rare water-related character used for a river, water feature, sound, or flow.	domain-template
7435	3	溇	7435_1	漊	false	溇水	漊水	authored-example	project-authored	溇水是一个地名。	漊水是一個地名。		lexical-context
7441	3	敩	7441_1	斆	false	敩学相长	斆學相長	authored-example	project-authored	敩学相长是一个较少见的词语。	斆學相長是一個較少見的詞語。		lexical-context
7445	3	裣	7445_1	襝	false	裣衽	襝衽	authored-example	project-authored	裣衽是一个较少见的词语。	襝衽是一個較少見的詞語。		lexical-context
7454	3	毵	7454_1	毿	false	毵字	毿字	domain-template	metalinguistic-fallback	古文中可见毵。	古文中可見毿。	Classical Chinese vocabulary: a rare character used in older descriptions of people, actions, states, sounds, or qualities.	domain-template
7456	3	𬴃	7456_1	騞	false	坛𬴃	罈騞	authored-example	project-authored	坛𬴃是一个较少见的词语。	罈騞是一個較少見的詞語。		lexical-context
7457	3	𫘨	7457_1	騠	false	𫘨字	騠字	domain-template	metalinguistic-fallback	古籍中用𫘨描述马匹。	古籍中用騠描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7458	3	缊	7458_1	緼	false	束缊举火	束緼舉火	authored-example	project-authored	束缊举火是一个成语或固定说法。	束緼舉火是一個成語或固定說法。		lexical-context
7459	3	缐	7459_1	線	false	一针一缐	一針一線	authored-example	project-authored	一针一缐是一个较少见的词语。	一針一線是一個較少見的詞語。		lexical-context
7460	3	骙	7460_1	騤	false	骙字	騤字	domain-template	metalinguistic-fallback	古籍中用骙描述马匹。	古籍中用騤描述馬匹。	Historical transport / equine terminology: a rare character associated with horses, riding, or carriage travel.	domain-template
7465	3	䴖	7465_1	鶄	false	䴖字	鶄字	domain-template	metalinguistic-fallback	图鉴中记录了䴖这种鸟。	圖鑑中記錄了鶄這種鳥。	Zoology / ornithology: a rare character used in the name of a bird or bird group.	domain-template
7479	3	赪	7479_1	赬	false	鲂鱼赪尾	魴魚赬尾	authored-example	project-authored	鲂鱼赪尾是一个成语或固定说法。	魴魚赬尾是一個成語或固定說法。		lexical-context
7491	3	蓣	7491_1	蕷	false	薯蓣	薯蕷	authored-example	project-authored	薯蓣是一种植物。	薯蕷是一種植物。		lexical-context
