mapping_code	source_type	source_id	simplified_word	traditional_word	simplified_sentence	traditional_sentence	source_sentence
4233_1	leipzig	zho_news_2020_300K:69417	装帧	裝幀	初识《鲤鱼》，仅仅是觉得装帧还算不错。	初識《鯉魚》，僅僅是覺得裝幀還算不錯。	初识《鲤鱼》，仅仅是觉得装帧还算不错。
4235_1	authored	level-2/4235_1	郭寄峤	郭寄嶠	郭寄峤是一个人名。	郭寄嶠是一個人名。	郭寄峤是一个人名。
4239_1	authored	level-2/4239_1	钚后元素	鈈後元素	钚后元素是一种材料或化学物质。	鈈後元素是一種材料或化學物質。	钚后元素是一种材料或化学物质。
4240_1	leipzig	zho_wikipedia_2018_1M:760952	钛铁矿	鈦鐵礦	科乌安德地区有金红石和钛铁矿。	科烏安德地區有金紅石和鈦鐵礦。	科乌安德地区有金红石和钛铁矿。
4241_1	leipzig	zho_wikipedia_2018_1M:756361	硫酸钡	硫酸鋇	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	硫酸鋇作為一種不溶的重新增劑被加進鑽井液中，	硫酸钡作为一种不溶的重添加剂被加进钻井液中，
4242_1	leipzig	zho_news_2020_300K:192314	钣金	鈑金	此外，得益于钣金上的处理，车尾层次感十足。	此外，得益於鈑金上的處理，車尾層次感十足。	此外，得益于钣金上的处理，车尾层次感十足。
4243_1	leipzig	zho_wikipedia_2018_1M:606119	朱启钤	朱啓鈐	朱启钤曾官至代理中华民国国务总理，	朱啓鈐曾官至代理中華民國國務總理，	朱启钤曾官至代理中华民国国务总理，
4244_1	leipzig	zho_wikipedia_2018_1M:205897	白钨矿	白鎢礦	全世界钨的贮藏总量估计为700万吨，其中约30%是黑钨矿，70%是白钨矿。	全世界鎢的貯藏總量估計為700萬噸，其中約30%是黑鎢礦，70%是白鎢礦。	全世界钨的贮藏总量估计为700万吨，其中约30%是黑钨矿，70%是白钨矿。
4245_1	authored	level-2/4245_1	杨钫涵	楊鈁涵	杨钫涵是一个人名。	楊鈁涵是一個人名。	杨钫涵是一个人名。
4246_1	authored	level-2/4246_1	钉钯	釘鈀	钉钯是一种器物。	釘鈀是一種器物。	钉钯是一种器物。
4255_1	tatoeba	7681046	笃信	篤信	事物皆有两面。笃信者只见其一。	事物皆有兩面。篤信者只見其一。	事物皆有兩面。篤信者只見其一。
4256_1	authored	level-2/4256_1	孤俦寡匹	孤儔寡匹	孤俦寡匹是一个成语或固定说法。	孤儔寡匹是一個成語或固定說法。	孤俦寡匹是一个成语或固定说法。
4257_1	leipzig	zho_news_2020_300K:84892	俨然	儼然	可在逆袭背后，俨然存在许多问题。	可在逆襲背後，儼然存在許多問題。	可在逆袭背后，俨然存在许多问题。
4259_1	leipzig	zho_news_2020_300K:274544	伉俪	伉儷	这对革命伉俪都曾在鲁山战斗、生活过，与这里结下了不解之缘。	這對革命伉儷都曾在魯山戰鬥、生活過，與這裡結下了不解之緣。	这对革命伉俪都曾在鲁山战斗、生活过，与这里结下了不解之缘。
4279_1	authored	level-2/4279_1	蛋白胨	蛋白腖	蛋白胨是一种材料或化学物质。	蛋白腖是一種材料或化學物質。	蛋白胨是一种材料或化学物质。
4280_1	leipzig	zho_news_2020_300K:226607	大鸿胪	大鴻臚	秦汉以来中央政府就设有掌管对外的机构和官员，如秦汉的典客、大鸿胪，魏晋隋唐以后的鸿胪寺、礼宾院。	秦漢以來中央政府就設有掌管對外的機構和官員，如秦漢的典客、大鴻臚，魏晉隋唐以後的鴻臚寺、禮賓院。	秦汉以来中央政府就设有掌管对外的机构和官员，如秦汉的典客、大鸿胪，魏晋隋唐以后的鸿胪寺、礼宾院。
4288_1	leipzig	zho_wikipedia_2018_1M:822593	不胫而走	不脛而走	自此，蒯大富当上三司「司令」或「副司令」的谣传便不胫而走，蒯大富也得到了「蒯司令」的绰号。	自此，蒯大富當上三司「司令」或「副司令」的謠傳便不脛而走，蒯大富也得到了「蒯司令」的綽號。	自此，蒯大富当上三司「司令」或「副司令」的谣传便不胫而走，蒯大富也得到了「蒯司令」的绰号。
4289_1	authored	level-2/4289_1	老鸨	老鴇	老鸨指旧时妓院的女老板。	老鴇指舊時妓院的女老闆。	老鸨指旧时妓院的女老板。
4292_1	leipzig	zho_wikipedia_2018_1M:425844	狡狯	狡獪	始见之如和柔，一与之接近，则狡狯之色，轻侮之行，立现无余。	始見之如和柔，一與之接近，則狡獪之色，輕侮之行，立現無餘。	始见之如和柔，一与之接近，则狡狯之色，轻侮之行，立现无余。
4295_1	authored	level-2/4295_1	猢狲	猢猻	猢狲是一种猕猴。	猢猻是一種獼猴。	猢狲是一种猕猴。
4299_1	leipzig	zho_news_2020_300K:51579	军饷	軍餉	但皖南事变后，国民政府污蔑新四军为“叛军”，完全停拨了军饷。	但皖南事變後，國民政府汙衊新四軍為“叛軍”，完全停撥了軍餉。	但皖南事变后，国民政府污蔑新四军为“叛军”，完全停拨了军饷。
4300_1	leipzig	zho_news_2020_300K:90740	饸饹	餄餎	周人后代——庆阳人爱咥饸饹面，万事皆可“饸饹面”：	周人後代——慶陽人愛咥餄餎面，萬事皆可“餄餎面”：	周人后代——庆阳人爱咥饸饹面，万事皆可“饸饹面”：
4301_1	leipzig	zho_news_2020_300K:90740	饸饹	餄餎	周人后代——庆阳人爱咥饸饹面，万事皆可“饸饹面”：	周人後代——慶陽人愛咥餄餎面，萬事皆可“餄餎面”：	周人后代——庆阳人爱咥饸饹面，万事皆可“饸饹面”：
4303_1	leipzig	zho_news_2020_300K:135907	孪生	孿生	幸福和缺陷总是伴随着出现，犹如孪生兄弟，我们没有必要为此感叹。	幸福和缺陷總是伴隨著出現，猶如孿生兄弟，我們沒有必要為此感嘆。	幸福和缺陷总是伴随着出现，犹如孪生兄弟，我们没有必要为此感叹。
4304_1	leipzig	zho_wikipedia_2018_1M:541692	娈童	孌童	，提供性服務的男妓稱為娈童、龙阳等。	，提供性服務的男妓稱為孌童、龍陽等。	，提供性服務的男妓稱為娈童、龙阳等。
4308_1	leipzig	zho_wikipedia_2018_1M:564835	瘰疬	瘰癧	既善清热解毒，消痈散结，治疮痈、瘰疬。	既善清熱解毒，消癰散結，治瘡癰、瘰癧。	既善清热解毒，消痈散结，治疮痈、瘰疬。
4311_1	authored	level-2/4311_1	瘛疭	瘛瘲	瘛疭是一个医学词语。	瘛瘲是一個醫學詞語。	瘛疭是一个医学词语。
4315_1	leipzig	zho_news_2020_300K:295665	飒爽	颯爽	风驰电掣、飒爽十足，这就是我的第一观感！	風馳電掣、颯爽十足，這就是我的第一觀感！	风驰电掣、飒爽十足，这就是我的第一观感！
4316_1	authored	level-2/4316_1	干闼婆	乾闥婆	干闼婆是一个较少见的词语。	乾闥婆是一個較少見的詞語。	干闼婆是一个较少见的词语。
4317_1	leipzig	zho_wikipedia_2018_1M:953600	闾里	閭里	，闾里书师将三篇以六十字为一章合并为《	，閭里書師將三篇以六十字為一章合併為《	，闾里书师将三篇以六十字为一章合并为《
4319_1	tatoeba	1401810	隔阂	隔閡	欢笑是人之本能，有了欢笑， 就没了文化隔阂。	歡笑是人之本能，有了歡笑， 就沒了文化隔閡。	欢笑是人之本能，有了欢笑， 就没了文化隔阂。
4326_1	leipzig	zho_news_2020_300K:181826	炽热	熾熱	木星中心炽热的岩浆就好象被敌人包围着。	木星中心熾熱的岩漿就好象被敵人包圍著。	木星中心炽热的岩浆就好象被敌人包围着。
4330_1	leipzig	zho_wikipedia_2018_1M:486877	烯烃	烯烴	，开始涉足对烯烃复分解反应的研究。	，開始涉足對烯烴複分解反應的研究。	，开始涉足对烯烃复分解反应的研究。
4335_1	tatoeba	13516944	汗流浃背	汗流浹背	即使在酷暑天气中，外送员仍汗流浃背地工作著。	即使在酷暑天氣中，外送員仍汗流浹背地工作著。	即使在酷暑天氣中，外送員仍汗流浹背地工作著。
4345_1	leipzig	zho_news_2020_300K:89255	水浒传	水滸傳	后来中国又掀起了评《水浒传》，屡屡提起了他的名字。	後來中國又掀起了評《水滸傳》，屢屢提起了他的名字。	后来中国又掀起了评《水浒传》，屡屡提起了他的名字。
4346_1	leipzig	zho_news_2020_300K:235296	南浔	南潯	罗霄山脉北段靠大江，又有武汉三镇和南浔铁路，南段敌人调动比较方便，都不好。	羅霄山脈北段靠大江，又有武漢三鎮和南潯鐵路，南段敵人調動比較方便，都不好。	罗霄山脉北段靠大江，又有武汉三镇和南浔铁路，南段敌人调动比较方便，都不好。
4349_1	leipzig	zho_news_2020_300K:153973	悲恸	悲慟	战士们闻讯潸然泪下、悲恸不已！	戰士們聞訊潸然淚下、悲慟不已！	战士们闻讯潸然泪下、悲恸不已！
4351_1	leipzig	zho_news_2020_300K:180256	恹恹	懨懨	有时候浮想联翩、心潮起伏；有时候又恹恹欲睡、昏昏沉沉。	有時候浮想聯翩、心潮起伏；有時候又懨懨欲睡、昏昏沉沉。	有时候浮想联翩、心潮起伏；有时候又恹恹欲睡、昏昏沉沉。
4353_1	leipzig	zho_news_2020_300K:130179	顾恺之	顧愷之	就算是顾恺之也画不出来的狼狈，就算是神笔马良也难描绘，我如此落魄不仅仅是憔悴！	就算是顧愷之也畫不出來的狼狽，就算是神筆馬良也難描繪，我如此落魄不僅僅是憔悴！	就算是顾恺之也画不出来的狼狈，就算是神笔马良也难描绘，我如此落魄不仅仅是憔悴！
4354_1	leipzig	zho_news_2020_300K:145547	恻隐之心	惻隱之心	恻隐之心，人皆有之，就像马云在微博里说的那样：“善良是真正的自信。	惻隱之心，人皆有之，就像馬雲在微博裡說的那樣：“善良是真正的自信。	恻隐之心，人皆有之，就像马云在微博里说的那样：“善良是真正的自信。
4357_1	leipzig	zho_news_2020_300K:289100	恽代英	惲代英	除了上政治课以外，还经常请负责同志如周恩来、恽代英、叶挺等同志来作报告。	除了上政治課以外，還經常請負責同志如周恩來、惲代英、葉挺等同志來作報告。	除了上政治课以外，还经常请负责同志如周恩来、恽代英、叶挺等同志来作报告。
4368_1	leipzig	zho_news_2020_300K:161998	讥诮	譏誚	揄扬贬损、称许讥诮，随它去罢。	揄揚貶損、稱許譏誚，隨它去罷。	揄扬贬损、称许讥诮，随它去罢。
4370_1	leipzig	zho_news_2020_300K:207637	祢衡	禰衡	然而，狂妄的结局就像祢衡那样，是自毁，是失败。	然而，狂妄的結局就像禰衡那樣，是自毀，是失敗。	然而，狂妄的结局就像祢衡那样，是自毁，是失败。
4371_1	leipzig	zho_wikipedia_2018_1M:539400	制诰	制誥	，掌管宫中制诰多年，有“巾帼宰相”之名。	，掌管宮中制誥多年，有“巾幗宰相”之名。	，掌管宫中制诰多年，有“巾帼宰相”之名。
4372_1	leipzig	zho_wikipedia_2018_1M:998708	诳语	誑語	黛玉道：“禅门第一戒是不打诳语的。”	黛玉道：“禪門第一戒是不打誑語的。”	黛玉道：“禅门第一戒是不打诳语的。”
4373_1	leipzig	zho_news_2020_300K:180013	饮鸩止渴	飲鴆止渴	有幻想干脆不要阴阳五行者，那是饮鸩止渴，是医药学术领域的大倒退！	有幻想幹脆不要陰陽五行者，那是飲鴆止渴，是醫藥學術領域的大倒退！	有幻想干脆不要阴阳五行者，那是饮鸩止渴，是医药学术领域的大倒退！
4382_1	tatoeba	5854769	玛丽娅	瑪麗婭	汤姆肯定玛丽娅不会开车。	湯姆肯定瑪麗婭不會開車。	湯姆肯定瑪麗婭不會開車。
4384_1	leipzig	zho_news_2020_300K:232851	妖娆	妖嬈	红色的艳丽，黄色的高雅，粉色的妖娆！	紅色的豔麗，黃色的高雅，粉色的妖嬈！	红色的艳丽，黄色的高雅，粉色的妖娆！
4389_1	leipzig	zho_news_2020_300K:178680	怨怼	怨懟	有一天给予你的好少了，你便觉得怨怼。	有一天給予你的好少了，你便覺得怨懟。	有一天给予你的好少了，你便觉得怨怼。
4393_1	authored	level-2/4393_1	纨绔子弟	紈絝子弟	纨绔子弟是一个成语或固定说法。	紈絝子弟是一個成語或固定說法。	纨绔子弟是一个成语或固定说法。
4394_1	leipzig	zho_wikipedia_2018_1M:278825	骁将	驍將	友谅骁将张定边直犯太祖舟，舟胶于浅，几殆。	友諒驍將張定邊直犯太祖舟，舟膠於淺，幾殆。	友谅骁将张定边直犯太祖舟，舟胶于浅，几殆。
4395_1	authored	level-2/4395_1	黄骅	黃驊	黄骅是一个地名。	黃驊是一個地名。	黄骅是一个地名。
4396_1	authored	level-2/4396_1	绗缝	絎縫	绗缝表示一种动作。	絎縫表示一種動作。	绗缝表示一种动作。
4397_1	leipzig	zho_wikipedia_2018_1M:291087	新绛	新絳	，只是部分地区与现在新绛东部接壤。	，只是部分地區與現在新絳東部接壤。	，只是部分地区与现在新绛东部接壤。
4398_1	leipzig	zho_wikipedia_2018_1M:241686	骈体	駢體	初期骈体文分韵骈文和无韵骈文，	初期駢體文分韻駢文和無韻駢文，	初期骈体文分韵骈文和无韵骈文，
4403_1	leipzig	zho_wikipedia_2018_1M:223306	颛顼	顓頊	其先颛顼后，周武王封其苗裔于邾。	其先顓頊後，周武王封其苗裔於邾。	其先颛顼后，周武王封其苗裔于邾。
4404_1	authored	level-2/4404_1	丁珰	丁璫	丁珰是一个人名。	丁璫是一個人名。	丁珰是一个人名。
4410_1	leipzig	zho_news_2020_300K:52448	珲春	琿春	位于吉林珲春市的五家山要塞是该防线最南端的起点。	位於吉林琿春市的五家山要塞是該防線最南端的起點。	位于吉林珲春市的五家山要塞是该防线最南端的起点。
4416_1	authored	level-2/4416_1	严义埙	嚴義塤	严义埙是一个人名。	嚴義塤是一個人名。	严义埙是一个人名。
4417_1	leipzig	zho_wikipedia_2018_1M:393000	坩埚	坩堝	坩埚炼钢工艺是转炉炼钢技术发明前最重要的炼钢方法，是欧洲历史上钢首次被熔化冶炼。	坩堝鍊鋼工藝是轉爐鍊鋼技術發明前最重要的鍊鋼方法，是歐洲歷史上鋼首次被熔化冶煉。	坩埚炼钢工艺是转炉炼钢技术发明前最重要的炼钢方法，是欧洲历史上钢首次被熔化冶炼。
4423_1	leipzig	zho_wikipedia_2018_1M:609694	李贽	李贄	李贽又把念佛之修持分为两类，即念真佛与假佛。	李贄又把唸佛之修持分為兩類，即念真佛與假佛。	李贽又把念佛之修持分为两类，即念真佛与假佛。
4429_1	authored	level-2/4429_1	莳萝	蒔蘿	莳萝是一种植物。	蒔蘿是一種植物。	莳萝是一种植物。
4430_1	tatoeba	1593707	莴苣	萵苣	蜗牛一直在吃我们的莴苣。	蝸牛一直在吃我們的萵苣。	蜗牛一直在吃我们的莴苣。
4439_1	authored	level-2/4439_1	薰莸同器	薰蕕同器	薰莸同器是一个成语或固定说法。	薰蕕同器是一個成語或固定說法。	薰莸同器是一个成语或固定说法。
4445_1	leipzig	zho_news_2020_300K:96043	鹧鸪	鷓鴣	因而笔者赏析《鹧鸪天·桂花》，也就别有一番心得与网友分享。	因而筆者賞析《鷓鴣天·桂花》，也就別有一番心得與網友分享。	因而笔者赏析《鹧鸪天·桂花》，也就别有一番心得与网友分享。
4446_1	leipzig	zho_wikipedia_2018_1M:439965	莼菜	蒓菜	、宋嫂鱼羹、干炸响铃、钱江肉丝、杭州酱鸭、杭州卷鸡、西湖莼菜羹。	、宋嫂魚羹、幹炸響鈴、錢江肉絲、杭州醬鴨、杭州卷雞、西湖蒓菜羹。	、宋嫂鱼羹、干炸响铃、钱江肉丝、杭州酱鸭、杭州卷鸡、西湖莼菜羹。
4451_1	tatoeba	9870685	桡骨	橈骨	桡骨是前臂中的一块骨。	橈骨是前臂中的一塊骨。	桡骨是前臂中的一块骨。
4453_1	leipzig	zho_news_2020_300K:271901	竺可桢	竺可楨	这两个字是竺可桢校长多次强调过的。	這兩個字是竺可楨校長多次強調過的。	这两个字是竺可桢校长多次强调过的。
4454_1	leipzig	zho_wikipedia_2018_1M:201892	桤木	榿木	元谋人所在地层的孢粉组合，松属占33.3%，桤木属占13%，草本植物占40%。	元謀人所在地層的孢粉組合，松屬佔33.3%，榿木屬佔13%，草本植物佔40%。	元谋人所在地层的孢粉组合，松属占33.3%，桤木属占13%，草本植物占40%。
4459_1	leipzig	zho_news_2020_300K:171139	秦桧	秦檜	无赖秦桧被当众吃瘪，这件事情一下哄动了临安城。	無賴秦檜被當眾吃癟，這件事情一下鬨動了臨安城。	无赖秦桧被当众吃瘪，这件事情一下哄动了临安城。
4470_1	leipzig	zho_news_2020_300K:265337	迤逦	迤邐	……谐丽附带蜂蝶大军迤逦前行。	……諧麗附帶蜂蝶大軍迤邐前行。	……谐丽附带蜂蝶大军迤逦前行。
4475_1	leipzig	zho_news_2020_300K:56249	磨砺	磨礪	保剑锋从磨砺出，梅花香自苦寒来。	保劍鋒從磨礪出，梅花香自苦寒來。	保剑锋从磨砺出，梅花香自苦寒来。
4483_1	leipzig	zho_wikipedia_2018_1M:777095	雅砻江	雅礱江	，系雅砻江卡拉至江口河段规划的5个梯级电站之一，	，系雅礱江卡拉至江口河段規劃的5個梯級電站之一，	，系雅砻江卡拉至江口河段规划的5个梯级电站之一，
4484_1	leipzig	zho_news_2020_300K:247606	苏轼	蘇軾	苏轼觉得白杨梅稀有，所以特意赋诗。	蘇軾覺得白楊梅稀有，所以特意賦詩。	苏轼觉得白杨梅稀有，所以特意赋诗。
4485_1	authored	level-2/4485_1	不分轩轾	不分軒輊	不分轩轾是一个成语或固定说法。	不分軒輊是一個成語或固定說法。	不分轩轾是一个成语或固定说法。
4486_1	authored	level-2/4486_1	大辂椎轮	大輅椎輪	大辂椎轮是一个成语或固定说法。	大輅椎輪是一個成語或固定說法。	大辂椎轮是一个成语或固定说法。
4487_1	tatoeba	10752798	乌鸫	烏鶇	乌鸫在绿草中发现了一条小红虫。	烏鶇在綠草中發現了一條小紅蟲。	乌鸫在绿草中发现了一条小红虫。
4488_1	authored	level-2/4488_1	趸批	躉批	趸批是一个较少见的词语。	躉批是一個較少見的詞語。	趸批是一个较少见的词语。
4490_1	leipzig	zho_news_2020_300K:263244	鸬鹚	鸕鶿	设计师反向利用了鸬鹚捕鱼的捕食链制作包装。	設計師反向利用了鸕鶿捕魚的捕食鏈製作包裝。	设计师反向利用了鸬鹚捕鱼的捕食链制作包装。
4493_1	tatoeba	13533891	蒙眬	矇矓	刚睡醒时眼睛还有点蒙眬，什么都看不清楚。	剛睡醒時眼睛還有點矇矓，什麼都看不清楚。	剛睡醒時眼睛還有點矇矓，什麼都看不清楚。
4494_1	authored	level-2/4494_1	唛头	嘜頭	唛头是一种器物。	嘜頭是一種器物。	唛头是一种器物。
4503_1	tatoeba	6075175	仓鸮	倉鴞	雕鸮和仓鸮有什么区别？	雕鴞和倉鴞有什麼區別？	雕鸮和仓鸮有什么区别？
4511_1	authored	level-2/4511_1	真蚬	真蜆	真蚬是一种动物。	真蜆是一種動物。	真蚬是一种动物。
4514_1	leipzig	zho_wikipedia_2018_1M:798911	唢呐	嗩吶	，而不是用原稿上的中音唢呐独奏。	，而不是用原稿上的中音嗩吶獨奏。	，而不是用原稿上的中音唢呐独奏。
4520_1	leipzig	zho_news_2020_300K:284400	崂山	嶗山	都给五百罐 崂山啤酒就倒闭了估计。	都給五百罐 嶗山啤酒就倒閉了估計。	都给五百罐 崂山啤酒就倒闭了估计。
4521_1	leipzig	zho_news_2020_300K:74364	邛崃	邛崍	北有邛崃山，南临岷江河网，周围是起伏的的丘陵和稻田。	北有邛崍山，南臨岷江河網，周圍是起伏的的丘陵和稻田。	北有邛崃山，南临岷江河网，周围是起伏的的丘陵和稻田。
4525_1	tatoeba	805219	觊觎	覬覦	这个职位受人觊觎。	這個職位受人覬覦。	这个职位受人觊觎。
4526_1	leipzig	zho_news_2020_300K:55273	言简意赅	言簡意賅	你问甘肃人，甘肃有什么，他们言简意赅：	你問甘肅人，甘肅有什麼，他們言簡意賅：	你问甘肃人，甘肃有什么，他们言简意赅：
4527_1	leipzig	zho_wikipedia_2018_1M:245087	朱祁钰	朱祁鈺	到景泰三年（1452年），朱祁钰将见深廢為沂王，	到景泰三年（1452年），朱祁鈺將見深廢為沂王，	到景泰三年（1452年），朱祁钰将见深廢為沂王，
4529_1	authored	level-2/4529_1	钴𬭁	鈷鉧	钴𬭁是一种材料或化学物质。	鈷鉧是一種材料或化學物質。	钴𬭁是一种材料或化学物质。
4530_1	leipzig	zho_wikipedia_2018_1M:128409	托钵	托鉢	，他们托钵乞食或受人供养，也不排除肉食。	，他們托鉢乞食或受人供養，也不排除肉食。	，他们托钵乞食或受人供养，也不排除肉食。
4531_1	authored	level-2/4531_1	水钹	水鈸	水钹是一种器物。	水鈸是一種器物。	水钹是一种器物。
4532_1	leipzig	zho_wikipedia_2018_1M:737315	白旄黄钺	白旄黃鉞	白旄黄钺，时则亲巡；犀甲雕弧，止于不用。	白旄黃鉞，時則親巡；犀甲雕弧，止於不用。	白旄黄钺，时则亲巡；犀甲雕弧，止于不用。
4533_1	authored	level-2/4533_1	钽铁矿	鉭鐵礦	钽铁矿是一种材料或化学物质。	鉭鐵礦是一種材料或化學物質。	钽铁矿是一种材料或化学物质。
4534_1	leipzig	zho_wikipedia_2018_1M:948827	钼矿	鉬礦	、铅锌矿11个、钼矿2个、锑矿2个、	、鉛鋅礦11個、鉬礦2個、銻礦2個、	、铅锌矿11个、钼矿2个、锑矿2个、
4535_1	authored	level-2/4535_1	佣钿	佣鈿	佣钿是一个较少见的词语。	佣鈿是一個較少見的詞語。	佣钿是一个较少见的词语。
4536_1	leipzig	zho_news_2020_300K:18284	浓缩铀	濃縮鈾	与此同时，朝鲜从未放慢过浓缩铀或洲际弹道导弹的研制。	與此同時，朝鮮從未放慢過濃縮鈾或洲際彈道導彈的研製。	与此同时，朝鲜从未放慢过浓缩铀或洲际弹道导弹的研制。
4537_1	tatoeba	420196	铂金	鉑金	现在铂金首饰非常热。	現在鉑金首飾非常熱。	现在铂金首饰非常热。
4538_1	leipzig	zho_wikipedia_2018_1M:890452	矍铄	矍鑠	、身材高瘦、留着山羊鬍、帥氣、精神矍铄的老人形象。	、身材高瘦、留著山羊鬍、帥氣、精神矍鑠的老人形象。	、身材高瘦、留着山羊鬍、帥氣、精神矍铄的老人形象。
4539_1	leipzig	zho_wikipedia_2018_1M:899119	铆接	鉚接	这一过程中的工作量很大，每一处铆接部分都需要单独打造。	這一過程中的工作量很大，每一處鉚接部分都需要單獨打造。	这一过程中的工作量很大，每一处铆接部分都需要单独打造。
4540_1	authored	level-2/4540_1	铈量法	鈰量法	铈量法是一种化学分析方法。	鈰量法是一種化學分析方法。	铈量法是一种化学分析方法。
4541_1	leipzig	zho_news_2020_300K:240044	卢武铉	盧武鉉	而卢武铉派和文在寅派正是共同民主党的主要力量。	而盧武鉉派和文在寅派正是共同民主黨的主要力量。	而卢武铉派和文在寅派正是共同民主党的主要力量。
4543_1	leipzig	zho_wikipedia_2018_1M:755353	化铋	化鉍	矿中如果有氧化铋则直接被盐酸溶解：	礦中如果有氧化鉍則直接被鹽酸溶解：	矿中如果有氧化铋则直接被盐酸溶解：
4545_1	authored	level-2/4545_1	氧化铍	氧化鈹	氧化铍是一种材料或化学物质。	氧化鈹是一種材料或化學物質。	氧化铍是一种材料或化学物质。
4547_1	leipzig	zho_wikipedia_2018_1M:897314	司铎	司鐸	，还有一些不是修士的独身者是司铎。	，還有一些不是修士的獨身者是司鐸。	，还有一些不是修士的独身者是司铎。
4548_1	leipzig	zho_wikipedia_2018_1M:336100	氩气	氬氣	因此，铷一般保存在真空安瓿或充有稀有气体（如氩气）的安瓿中。	因此，銣一般儲存在真空安瓿或充有稀有氣體（如氬氣）的安瓿中。	因此，铷一般保存在真空安瓿或充有稀有气体（如氩气）的安瓿中。
4557_1	authored	level-2/4557_1	笕济学家	筧濟學家	笕济学家是一个较少见的词语。	筧濟學家是一個較少見的詞語。	笕济学家是一个较少见的词语。
4583_1	leipzig	zho_news_2020_300K:268230	颀长	頎長	身材颀长，配着瓜子脸的林志卿，在学生们，包括学堂以外的人来看，不仅人品是好，而且相貌也够美。	身材頎長，配著瓜子臉的林志卿，在學生們，包括學堂以外的人來看，不僅人品是好，而且相貌也夠美。	身材颀长，配着瓜子脸的林志卿，在学生们，包括学堂以外的人来看，不仅人品是好，而且相貌也够美。
4584_1	leipzig	zho_wikipedia_2018_1M:989853	招徕	招徠	騎樓既可防雨防晒，又便于展示橱窗，招徕生意。	騎樓既可防雨防曬，又便於展示櫥窗，招徠生意。	騎樓既可防雨防晒，又便于展示橱窗，招徕生意。
4593_1	tatoeba	6319202	脍炙人口	膾炙人口	这家影业公司生产了许多脍炙人口的作品。	這家影業公司生產了許多膾炙人口的作品。	這家影業公司生產了許多膾炙人口的作品。
4598_1	leipzig	zho_wikipedia_2018_1M:450773	鸱鸮	鴟鴞	将军既毁宗室，今又欲破我父子，感鸱鸮之章， 能不惨然心恻耶？	將軍既毀宗室，今又欲破我父子，感鴟鴞之章， 能不慘然心惻耶？	将军既毁宗室，今又欲破我父子，感鸱鸮之章， 能不惨然心恻耶？
4599_1	authored	level-2/4599_1	碧玺	碧璽	碧玺是一种材料或化学物质。	碧璽是一種材料或化學物質。	碧玺是一种材料或化学物质。
4600_1	leipzig	zho_wikipedia_2018_1M:700563	鸲鹆	鴝鵒	王导曾当众要求谢尚为此舞：“闻君能为鸲鹆舞，一座倾想，宁有此理乎？”	王導曾當眾要求謝尚為此舞：“聞君能為鴝鵒舞，一座傾想，寧有此理乎？”	王导曾当众要求谢尚为此舞：“闻君能为鸲鹆舞，一座倾想，宁有此理乎？”
4604_1	leipzig	zho_wikipedia_2018_1M:849967	猃狁	獫狁	虢季子白在班师回朝举行献俘礼时，又命属下不其 率兵追击败退至洛水的猃狁，取得胜利。	虢季子白在班師回朝舉行獻俘禮時，又命屬下不其 率兵追擊敗退至洛水的獫狁，取得勝利。	虢季子白在班师回朝举行献俘礼时，又命属下不其 率兵追击败退至洛水的猃狁，取得胜利。
4608_1	authored	level-2/4608_1	袅娜	裊娜	袅娜是一个描写性质或状态的词。	裊娜是一個描寫性質或狀態的詞。	袅娜是一个描写性质或状态的词。
4609_1	leipzig	zho_news_2020_300K:112111	饽饽	餑餑	大咖加持，‘土味’农产品成了新潮‘香饽饽’。”	大咖加持，‘土味’農產品成了新潮‘香餑餑’。”	大咖加持，‘土味’农产品成了新潮‘香饽饽’。”
4611_1	leipzig	zho_wikipedia_2018_1M:201330	栾城	欒城	元太祖十五年，割栾城县、元氏县隶真定路。	元太祖十五年，割欒城縣、元氏縣隸真定路。	元太祖十五年，割栾城县、元氏县隶真定路。
4612_1	leipzig	zho_news_2020_300K:290522	痉挛	痙攣	随后，一个痉挛，这孕妇仅剩一缝的黑眼珠也翻过去了。	隨後，一個痙攣，這孕婦僅剩一縫的黑眼珠也翻過去了。	随后，一个痉挛，这孕妇仅剩一缝的黑眼珠也翻过去了。
4618_1	authored	level-2/4618_1	养痈遗患	養癰遺患	养痈遗患表示一种动作。	養癰遺患表示一種動作。	养痈遗患表示一种动作。
4621_1	leipzig	zho_news_2020_300K:290522	痉挛	痙攣	随后，一个痉挛，这孕妇仅剩一缝的黑眼珠也翻过去了。	隨後，一個痙攣，這孕婦僅剩一縫的黑眼珠也翻過去了。	随后，一个痉挛，这孕妇仅剩一缝的黑眼珠也翻过去了。
4624_1	leipzig	zho_wikipedia_2018_1M:403241	颉颃	頡頏	“《大公报》自创办以来之奋斗史，已在中国新闻史上放一异彩，迄无可以颉颃者。”	“《大公報》自創辦以來之奮鬥史，已在中國新聞史上放一異彩，迄無可以頡頏者。”	“《大公报》自创办以来之奋斗史，已在中国新闻史上放一异彩，迄无可以颉颃者。”
4629_1	authored	level-2/4629_1	闺阃	閨閫	闺阃是一个较少见的词语。	閨閫是一個較少見的詞語。	闺阃是一个较少见的词语。
