official_no	level	simplified	mapping_code	traditional	inherited	simplified_example	traditional_example	example_source	original_example_source	simplified_sentence	traditional_sentence	field_usage	context_kind
4182	2	轸	4182_1	軫	false	轸方	軫方	authored-example	project-authored	轸方是一个较少见的词语。	軫方是一個較少見的詞語。		lexical-context
4183	2	虿	4183_1	蠆	false	水虿	水蠆	authored-example	project-authored	水虿是蜻蜓的幼虫。	水蠆是蜻蜓的幼蟲。		lexical-context
4185	2	觇	4185_1	覘	false	觇标	覘標	authored-example	project-authored	觇标是一个较少见的词语。	覘標是一個較少見的詞語。		lexical-context
4189	2	眍	4189_1	瞘	false	眍䁖	瞘瞜	authored-example	project-authored	眍䁖表示一种动作。	瞘瞜表示一種動作。		lexical-context
4203	2	哓	4203_1	嘵	false	哓音瘏口	嘵音瘏口	authored-example	project-authored	哓音瘏口是一个成语或固定说法。	嘵音瘏口是一個成語或固定說法。		lexical-context
4204	2	哔	4204_1	嗶	false	呫哔	呫嗶	authored-example	project-authored	呫哔表示一种动作。	呫嗶表示一種動作。		lexical-context
4215	2	哕	4215_1	噦	false	干哕	乾噦	authored-example	project-authored	干哕表示一种动作。	乾噦表示一種動作。		lexical-context
4216	2	剐	4216_1	剮	false	千刀万剐	千刀萬剮	corpus-example	leipzig:zho_wikipedia_2018_1M:234991	凌遲或磔刑，俗称千刀万剐，碎尸万段，	凌遲或磔刑，俗稱千刀萬剮，碎屍萬段，		lexical-context
4217	2	郧	4217_1	鄖	false	郧县	鄖縣	corpus-example	leipzig:zho_wikipedia_2018_1M:547086	，改称郧阳专区，郧阳县改为郧县，郧阳专署驻郧县；	，改稱鄖陽專區，鄖陽縣改為鄖縣，鄖陽專署駐鄖縣；		lexical-context
4222	2	哙	4222_1	噲	false	羞与哙伍	羞與噲伍	authored-example	project-authored	羞与哙伍是一个成语或固定说法。	羞與噲伍是一個成語或固定說法。		lexical-context
4227	2	哝	4227_1	噥	false	咕哝	咕噥	corpus-example	tatoeba:7781719	你咕咕哝哝的来着。	你咕咕噥噥的來著。		lexical-context
4231	2	峣	4231_1	嶢	false	峣字	嶢字	domain-template	metalinguistic-fallback	地方志中记载了峣。	地方志中記載了嶢。	Historical geography / topography: a rare character used for terrain, a structure, or a place name.	domain-template
4233	2	帧	4233_1	幀	false	装帧	裝幀	corpus-example	leipzig:zho_news_2020_300K:69417	初识《鲤鱼》，仅仅是觉得装帧还算不错。	初識《鯉魚》，僅僅是覺得裝幀還算不錯。		lexical-context
4235	2	峤	4235_1	嶠	false	郭寄峤	郭寄嶠	authored-example	project-authored	郭寄峤是一个人名。	郭寄嶠是一個人名。		lexical-context
4238	2	贶	4238_1	貺	false	贶字	貺字	curated-domain	metalinguistic-fallback	长者以礼物相贶。	長者以禮物相貺。	Classical literature / gift exchange: means to bestow or present a gift.	curated-domain
4239	2	钚	4239_1	鈈	false	钚后元素	鈈後元素	authored-example	project-authored	钚后元素是一种材料或化学物质。	鈈後元素是一種材料或化學物質。		lexical-context
4240	2	钛	4240_1	鈦	false	钛铁矿	鈦鐵礦	corpus-example	leipzig:zho_wikipedia_2018_1M:760952	科乌安德地区有金红石和钛铁矿。	科烏安德地區有金紅石和鈦鐵礦。		lexical-context
4241	2	钡	4241_1	鋇	false	硫酸钡	硫酸鋇	corpus-example	leipzig:zho_wikipedia_2018_1M:756361	硫酸钡作为一种不溶的重添加剂被加进钻井液中，	硫酸鋇作為一種不溶的重新增劑被加進鑽井液中，		lexical-context
4242	2	钣	4242_1	鈑	false	钣金	鈑金	corpus-example	leipzig:zho_news_2020_300K:192314	此外，得益于钣金上的处理，车尾层次感十足。	此外，得益於鈑金上的處理，車尾層次感十足。		lexical-context
4243	2	钤	4243_1	鈐	false	朱启钤	朱啓鈐	corpus-example	leipzig:zho_wikipedia_2018_1M:606119	朱启钤曾官至代理中华民国国务总理，	朱啓鈐曾官至代理中華民國國務總理，		lexical-context
4244	2	钨	4244_1	鎢	false	白钨矿	白鎢礦	corpus-example	leipzig:zho_wikipedia_2018_1M:205897	全世界钨的贮藏总量估计为700万吨，其中约30%是黑钨矿，70%是白钨矿。	全世界鎢的貯藏總量估計為700萬噸，其中約30%是黑鎢礦，70%是白鎢礦。		lexical-context
4245	2	钫	4245_1	鈁	false	杨钫涵	楊鈁涵	authored-example	project-authored	杨钫涵是一个人名。	楊鈁涵是一個人名。		lexical-context
4246	2	钯	4246_1	鈀	false	钉钯	釘鈀	authored-example	project-authored	钉钯是一种器物。	釘鈀是一種器物。		lexical-context
4255	2	笃	4255_1	篤	false	笃信	篤信	corpus-example	tatoeba:7681046	事物皆有两面。笃信者只见其一。	事物皆有兩面。篤信者只見其一。		lexical-context
4256	2	俦	4256_1	儔	false	孤俦寡匹	孤儔寡匹	authored-example	project-authored	孤俦寡匹是一个成语或固定说法。	孤儔寡匹是一個成語或固定說法。		lexical-context
4257	2	俨	4257_1	儼	false	俨然	儼然	corpus-example	leipzig:zho_news_2020_300K:84892	可在逆袭背后，俨然存在许多问题。	可在逆襲背後，儼然存在許多問題。		lexical-context
4259	2	俪	4259_1	儷	false	伉俪	伉儷	corpus-example	leipzig:zho_news_2020_300K:274544	这对革命伉俪都曾在鲁山战斗、生活过，与这里结下了不解之缘。	這對革命伉儷都曾在魯山戰鬥、生活過，與這裡結下了不解之緣。		lexical-context
4279	2	胨	4279_1	腖	false	蛋白胨	蛋白腖	authored-example	project-authored	蛋白胨是一种材料或化学物质。	蛋白腖是一種材料或化學物質。		lexical-context
4280	2	胪	4280_1	臚	false	大鸿胪	大鴻臚	corpus-example	leipzig:zho_news_2020_300K:226607	秦汉以来中央政府就设有掌管对外的机构和官员，如秦汉的典客、大鸿胪，魏晋隋唐以后的鸿胪寺、礼宾院。	秦漢以來中央政府就設有掌管對外的機構和官員，如秦漢的典客、大鴻臚，魏晉隋唐以後的鴻臚寺、禮賓院。		lexical-context
4288	2	胫	4288_1	脛	false	不胫而走	不脛而走	corpus-example	leipzig:zho_wikipedia_2018_1M:822593	自此，蒯大富当上三司「司令」或「副司令」的谣传便不胫而走，蒯大富也得到了「蒯司令」的绰号。	自此，蒯大富當上三司「司令」或「副司令」的謠傳便不脛而走，蒯大富也得到了「蒯司令」的綽號。		lexical-context
4289	2	鸨	4289_1	鴇	false	老鸨	老鴇	authored-example	project-authored	老鸨指旧时妓院的女老板。	老鴇指舊時妓院的女老闆。		lexical-context
4292	2	狯	4292_1	獪	false	狡狯	狡獪	corpus-example	leipzig:zho_wikipedia_2018_1M:425844	始见之如和柔，一与之接近，则狡狯之色，轻侮之行，立现无余。	始見之如和柔，一與之接近，則狡獪之色，輕侮之行，立現無餘。		lexical-context
4293	2	飑	4293_1	颮	false	飑字	颮字	approved-manual	metalinguistic-fallback	雷达显示飑线正在东移。	雷達顯示颮線正在東移。	Meteorology: a sudden, powerful squall or local windstorm.	approved-manual
4295	2	狲	4295_1	猻	false	猢狲	猢猻	authored-example	project-authored	猢狲是一种猕猴。	猢猻是一種獼猴。		lexical-context
4299	2	饷	4299_1	餉	false	军饷	軍餉	corpus-example	leipzig:zho_news_2020_300K:51579	但皖南事变后，国民政府污蔑新四军为“叛军”，完全停拨了军饷。	但皖南事變後，國民政府汙衊新四軍為“叛軍”，完全停撥了軍餉。		lexical-context
4300	2	饸	4300_1	餄	false	饸饹	餄餎	corpus-example	leipzig:zho_news_2020_300K:90740	周人后代——庆阳人爱咥饸饹面，万事皆可“饸饹面”：	周人後代——慶陽人愛咥餄餎面，萬事皆可“餄餎面”：		lexical-context
4301	2	饹	4301_1	餎	false	饸饹	餄餎	corpus-example	leipzig:zho_news_2020_300K:90740	周人后代——庆阳人爱咥饸饹面，万事皆可“饸饹面”：	周人後代——慶陽人愛咥餄餎面，萬事皆可“餄餎面”：		lexical-context
4303	2	孪	4303_1	孿	false	孪生	孿生	corpus-example	leipzig:zho_news_2020_300K:135907	幸福和缺陷总是伴随着出现，犹如孪生兄弟，我们没有必要为此感叹。	幸福和缺陷總是伴隨著出現，猶如孿生兄弟，我們沒有必要為此感嘆。		lexical-context
4304	2	娈	4304_1	孌	false	娈童	孌童	corpus-example	leipzig:zho_wikipedia_2018_1M:541692	，提供性服務的男妓稱為娈童、龙阳等。	，提供性服務的男妓稱為孌童、龍陽等。		lexical-context
4308	2	疬	4308_1	癧	false	瘰疬	瘰癧	corpus-example	leipzig:zho_wikipedia_2018_1M:564835	既善清热解毒，消痈散结，治疮痈、瘰疬。	既善清熱解毒，消癰散結，治瘡癰、瘰癧。		lexical-context
4311	2	疭	4311_1	瘲	false	瘛疭	瘛瘲	authored-example	project-authored	瘛疭是一个医学词语。	瘛瘲是一個醫學詞語。		lexical-context
4315	2	飒	4315_1	颯	false	飒爽	颯爽	corpus-example	leipzig:zho_news_2020_300K:295665	风驰电掣、飒爽十足，这就是我的第一观感！	風馳電掣、颯爽十足，這就是我的第一觀感！		lexical-context
4316	2	闼	4316_1	闥	false	干闼婆	乾闥婆	authored-example	project-authored	干闼婆是一个较少见的词语。	乾闥婆是一個較少見的詞語。		lexical-context
4317	2	闾	4317_1	閭	false	闾里	閭里	corpus-example	leipzig:zho_wikipedia_2018_1M:953600	，闾里书师将三篇以六十字为一章合并为《	，閭里書師將三篇以六十字為一章合併為《		lexical-context
4318	2	闿	4318_1	闓	false	闿字	闓字	curated-domain	metalinguistic-fallback	大门已闿。	大門已闓。	Classical architectural vocabulary: means open, opened, or unobstructed.	curated-domain
4319	2	阂	4319_1	閡	false	隔阂	隔閡	corpus-example	tatoeba:1401810	欢笑是人之本能，有了欢笑， 就没了文化隔阂。	歡笑是人之本能，有了歡笑， 就沒了文化隔閡。		lexical-context
4326	2	炽	4326_1	熾	false	炽热	熾熱	corpus-example	leipzig:zho_news_2020_300K:181826	木星中心炽热的岩浆就好象被敌人包围着。	木星中心熾熱的岩漿就好象被敵人包圍著。		lexical-context
4330	2	烃	4330_1	烴	false	烯烃	烯烴	corpus-example	leipzig:zho_wikipedia_2018_1M:486877	，开始涉足对烯烃复分解反应的研究。	，開始涉足對烯烴複分解反應的研究。		lexical-context
4335	2	浃	4335_1	浹	false	汗流浃背	汗流浹背	corpus-example	tatoeba:13516944	即使在酷暑天气中，外送员仍汗流浃背地工作著。	即使在酷暑天氣中，外送員仍汗流浹背地工作著。		lexical-context
4342	2	浍	4342_1	澮	false	浍字	澮字	domain-template	metalinguistic-fallback	地方志中记载了浍。	地方志中記載了澮。	Historical geography / hydrology: a rare water-related character used for a river, water feature, sound, or flow.	domain-template
4345	2	浒	4345_1	滸	false	水浒传	水滸傳	corpus-example	leipzig:zho_news_2020_300K:89255	后来中国又掀起了评《水浒传》，屡屡提起了他的名字。	後來中國又掀起了評《水滸傳》，屢屢提起了他的名字。		lexical-context
4346	2	浔	4346_1	潯	false	南浔	南潯	corpus-example	leipzig:zho_news_2020_300K:235296	罗霄山脉北段靠大江，又有武汉三镇和南浔铁路，南段敌人调动比较方便，都不好。	羅霄山脈北段靠大江，又有武漢三鎮和南潯鐵路，南段敵人調動比較方便，都不好。		lexical-context
4347	2	浕	4347_1	濜	false	浕字	濜字	domain-template	metalinguistic-fallback	地方志中记载了浕。	地方志中記載了濜。	Historical geography / hydrology: a rare water-related character used for a river, water feature, sound, or flow.	domain-template
4349	2	恸	4349_1	慟	false	悲恸	悲慟	corpus-example	leipzig:zho_news_2020_300K:153973	战士们闻讯潸然泪下、悲恸不已！	戰士們聞訊潸然淚下、悲慟不已！		lexical-context
4351	2	恹	4351_1	懨	false	恹恹	懨懨	corpus-example	leipzig:zho_news_2020_300K:180256	有时候浮想联翩、心潮起伏；有时候又恹恹欲睡、昏昏沉沉。	有時候浮想聯翩、心潮起伏；有時候又懨懨欲睡、昏昏沉沉。		lexical-context
4353	2	恺	4353_1	愷	false	顾恺之	顧愷之	corpus-example	leipzig:zho_news_2020_300K:130179	就算是顾恺之也画不出来的狼狈，就算是神笔马良也难描绘，我如此落魄不仅仅是憔悴！	就算是顧愷之也畫不出來的狼狽，就算是神筆馬良也難描繪，我如此落魄不僅僅是憔悴！		lexical-context
4354	2	恻	4354_1	惻	false	恻隐之心	惻隱之心	corpus-example	leipzig:zho_news_2020_300K:145547	恻隐之心，人皆有之，就像马云在微博里说的那样：“善良是真正的自信。	惻隱之心，人皆有之，就像馬雲在微博裡說的那樣：“善良是真正的自信。		lexical-context
4357	2	恽	4357_1	惲	false	恽代英	惲代英	corpus-example	leipzig:zho_news_2020_300K:289100	除了上政治课以外，还经常请负责同志如周恩来、恽代英、叶挺等同志来作报告。	除了上政治課以外，還經常請負責同志如周恩來、惲代英、葉挺等同志來作報告。		lexical-context
4368	2	诮	4368_1	誚	false	讥诮	譏誚	corpus-example	leipzig:zho_news_2020_300K:161998	揄扬贬损、称许讥诮，随它去罢。	揄揚貶損、稱許譏誚，隨它去罷。		lexical-context
4370	2	祢	4370_1	禰	false	祢衡	禰衡	corpus-example	leipzig:zho_news_2020_300K:207637	然而，狂妄的结局就像祢衡那样，是自毁，是失败。	然而，狂妄的結局就像禰衡那樣，是自毀，是失敗。		lexical-context
4371	2	诰	4371_1	誥	false	制诰	制誥	corpus-example	leipzig:zho_wikipedia_2018_1M:539400	，掌管宫中制诰多年，有“巾帼宰相”之名。	，掌管宮中制誥多年，有“巾幗宰相”之名。		lexical-context
4372	2	诳	4372_1	誑	false	诳语	誑語	corpus-example	leipzig:zho_wikipedia_2018_1M:998708	黛玉道：“禅门第一戒是不打诳语的。”	黛玉道：“禪門第一戒是不打誑語的。”		lexical-context
4373	2	鸩	4373_1	鴆	false	饮鸩止渴	飲鴆止渴	corpus-example	leipzig:zho_news_2020_300K:180013	有幻想干脆不要阴阳五行者，那是饮鸩止渴，是医药学术领域的大倒退！	有幻想幹脆不要陰陽五行者，那是飲鴆止渴，是醫藥學術領域的大倒退！		lexical-context
4382	2	娅	4382_1	婭	false	玛丽娅	瑪麗婭	corpus-example	tatoeba:5854769	汤姆肯定玛丽娅不会开车。	湯姆肯定瑪麗婭不會開車。		lexical-context
4384	2	娆	4384_1	嬈	false	妖娆	妖嬈	corpus-example	leipzig:zho_news_2020_300K:232851	红色的艳丽，黄色的高雅，粉色的妖娆！	紅色的豔麗，黃色的高雅，粉色的妖嬈！		lexical-context
4389	2	怼	4389_1	懟	false	怨怼	怨懟	corpus-example	leipzig:zho_news_2020_300K:178680	有一天给予你的好少了，你便觉得怨怼。	有一天給予你的好少了，你便覺得怨懟。		lexical-context
4393	2	绔	4393_1	絝	false	纨绔子弟	紈絝子弟	authored-example	project-authored	纨绔子弟是一个成语或固定说法。	紈絝子弟是一個成語或固定說法。		lexical-context
4394	2	骁	4394_1	驍	false	骁将	驍將	corpus-example	leipzig:zho_wikipedia_2018_1M:278825	友谅骁将张定边直犯太祖舟，舟胶于浅，几殆。	友諒驍將張定邊直犯太祖舟，舟膠於淺，幾殆。		lexical-context
4395	2	骅	4395_1	驊	false	黄骅	黃驊	authored-example	project-authored	黄骅是一个地名。	黃驊是一個地名。		lexical-context
4396	2	绗	4396_1	絎	false	绗缝	絎縫	authored-example	project-authored	绗缝表示一种动作。	絎縫表示一種動作。		lexical-context
4397	2	绛	4397_1	絳	false	新绛	新絳	corpus-example	leipzig:zho_wikipedia_2018_1M:291087	，只是部分地区与现在新绛东部接壤。	，只是部分地區與現在新絳東部接壤。		lexical-context
4398	2	骈	4398_1	駢	false	骈体	駢體	corpus-example	leipzig:zho_wikipedia_2018_1M:241686	初期骈体文分韵骈文和无韵骈文，	初期駢體文分韻駢文和無韻駢文，		lexical-context
4403	2	顼	4403_1	頊	false	颛顼	顓頊	corpus-example	leipzig:zho_wikipedia_2018_1M:223306	其先颛顼后，周武王封其苗裔于邾。	其先顓頊後，周武王封其苗裔於邾。		lexical-context
4404	2	珰	4404_1	璫	false	丁珰	丁璫	authored-example	project-authored	丁珰是一个人名。	丁璫是一個人名。		lexical-context
4410	2	珲	4410_1	琿	false	珲春	琿春	corpus-example	leipzig:zho_news_2020_300K:52448	位于吉林珲春市的五家山要塞是该防线最南端的起点。	位於吉林琿春市的五家山要塞是該防線最南端的起點。		lexical-context
4415	2	埘	4415_1	塒	false	埘字	塒字	approved-manual	metalinguistic-fallback	母鸡黄昏时回到埘里。	母雞黃昏時回到塒裡。	Traditional agriculture: a chicken roost or nesting space cut into a wall.	approved-manual
4416	2	埙	4416_1	塤	false	严义埙	嚴義塤	authored-example	project-authored	严义埙是一个人名。	嚴義塤是一個人名。		lexical-context
4417	2	埚	4417_1	堝	false	坩埚	坩堝	corpus-example	leipzig:zho_wikipedia_2018_1M:393000	坩埚炼钢工艺是转炉炼钢技术发明前最重要的炼钢方法，是欧洲历史上钢首次被熔化冶炼。	坩堝鍊鋼工藝是轉爐鍊鋼技術發明前最重要的鍊鋼方法，是歐洲歷史上鋼首次被熔化冶煉。		lexical-context
4423	2	贽	4423_1	贄	false	李贽	李贄	corpus-example	leipzig:zho_wikipedia_2018_1M:609694	李贽又把念佛之修持分为两类，即念真佛与假佛。	李贄又把唸佛之修持分為兩類，即念真佛與假佛。		lexical-context
4429	2	莳	4429_1	蒔	false	莳萝	蒔蘿	authored-example	project-authored	莳萝是一种植物。	蒔蘿是一種植物。		lexical-context
4430	2	莴	4430_1	萵	false	莴苣	萵苣	corpus-example	tatoeba:1593707	蜗牛一直在吃我们的莴苣。	蝸牛一直在吃我們的萵苣。		lexical-context
4439	2	莸	4439_1	蕕	false	薰莸同器	薰蕕同器	authored-example	project-authored	薰莸同器是一个成语或固定说法。	薰蕕同器是一個成語或固定說法。		lexical-context
4445	2	鸪	4445_1	鴣	false	鹧鸪	鷓鴣	corpus-example	leipzig:zho_news_2020_300K:96043	因而笔者赏析《鹧鸪天·桂花》，也就别有一番心得与网友分享。	因而筆者賞析《鷓鴣天·桂花》，也就別有一番心得與網友分享。		lexical-context
4446	2	莼	4446_1	蒓	false	莼菜	蒓菜	corpus-example	leipzig:zho_wikipedia_2018_1M:439965	、宋嫂鱼羹、干炸响铃、钱江肉丝、杭州酱鸭、杭州卷鸡、西湖莼菜羹。	、宋嫂魚羹、幹炸響鈴、錢江肉絲、杭州醬鴨、杭州卷雞、西湖蒓菜羹。		lexical-context
4451	2	桡	4451_1	橈	false	桡骨	橈骨	corpus-example	tatoeba:9870685	桡骨是前臂中的一块骨。	橈骨是前臂中的一塊骨。		lexical-context
4453	2	桢	4453_1	楨	false	竺可桢	竺可楨	corpus-example	leipzig:zho_news_2020_300K:271901	这两个字是竺可桢校长多次强调过的。	這兩個字是竺可楨校長多次強調過的。		lexical-context
4454	2	桤	4454_1	榿	false	桤木	榿木	corpus-example	leipzig:zho_wikipedia_2018_1M:201892	元谋人所在地层的孢粉组合，松属占33.3%，桤木属占13%，草本植物占40%。	元謀人所在地層的孢粉組合，松屬佔33.3%，榿木屬佔13%，草本植物佔40%。		lexical-context
4459	2	桧	4459_1	檜	false	秦桧	秦檜	corpus-example	leipzig:zho_news_2020_300K:171139	无赖秦桧被当众吃瘪，这件事情一下哄动了临安城。	無賴秦檜被當眾吃癟，這件事情一下鬨動了臨安城。		lexical-context
4470	2	逦	4470_1	邐	false	迤逦	迤邐	corpus-example	leipzig:zho_news_2020_300K:265337	……谐丽附带蜂蝶大军迤逦前行。	……諧麗附帶蜂蝶大軍迤邐前行。		lexical-context
4475	2	砺	4475_1	礪	false	磨砺	磨礪	corpus-example	leipzig:zho_news_2020_300K:56249	保剑锋从磨砺出，梅花香自苦寒来。	保劍鋒從磨礪出，梅花香自苦寒來。		lexical-context
4483	2	砻	4483_1	礱	false	雅砻江	雅礱江	corpus-example	leipzig:zho_wikipedia_2018_1M:777095	，系雅砻江卡拉至江口河段规划的5个梯级电站之一，	，系雅礱江卡拉至江口河段規劃的5個梯級電站之一，		lexical-context
4484	2	轼	4484_1	軾	false	苏轼	蘇軾	corpus-example	leipzig:zho_news_2020_300K:247606	苏轼觉得白杨梅稀有，所以特意赋诗。	蘇軾覺得白楊梅稀有，所以特意賦詩。		lexical-context
4485	2	轾	4485_1	輊	false	不分轩轾	不分軒輊	authored-example	project-authored	不分轩轾是一个成语或固定说法。	不分軒輊是一個成語或固定說法。		lexical-context
4486	2	辂	4486_1	輅	false	大辂椎轮	大輅椎輪	authored-example	project-authored	大辂椎轮是一个成语或固定说法。	大輅椎輪是一個成語或固定說法。		lexical-context
4487	2	鸫	4487_1	鶇	false	乌鸫	烏鶇	corpus-example	tatoeba:10752798	乌鸫在绿草中发现了一条小红虫。	烏鶇在綠草中發現了一條小紅蟲。		lexical-context
4488	2	趸	4488_1	躉	false	趸批	躉批	authored-example	project-authored	趸批是一个较少见的词语。	躉批是一個較少見的詞語。		lexical-context
4489	2	龀	4489_1	齔	false	龀字	齔字	approved-manual	metalinguistic-fallback	这孩子已经始龀。	這孩子已經始齔。	Historical age terminology / dentition: describes a child beginning to lose milk teeth and grow permanent teeth.	approved-manual
4490	2	鸬	4490_1	鸕	false	鸬鹚	鸕鶿	corpus-example	leipzig:zho_news_2020_300K:263244	设计师反向利用了鸬鹚捕鱼的捕食链制作包装。	設計師反向利用了鸕鶿捕魚的捕食鏈製作包裝。		lexical-context
4493	2	眬	4493_1	矓	false	蒙眬	矇矓	corpus-example	tatoeba:13533891	刚睡醒时眼睛还有点蒙眬，什么都看不清楚。	剛睡醒時眼睛還有點矇矓，什麼都看不清楚。		lexical-context
4494	2	唛	4494_1	嘜	false	唛头	嘜頭	authored-example	project-authored	唛头是一种器物。	嘜頭是一種器物。		lexical-context
4503	2	鸮	4503_1	鴞	false	仓鸮	倉鴞	corpus-example	tatoeba:6075175	雕鸮和仓鸮有什么区别？	雕鴞和倉鴞有什麼區別？		lexical-context
4511	2	蚬	4511_1	蜆	false	真蚬	真蜆	authored-example	project-authored	真蚬是一种动物。	真蜆是一種動物。		lexical-context
4514	2	唢	4514_1	嗩	false	唢呐	嗩吶	corpus-example	leipzig:zho_wikipedia_2018_1M:798911	，而不是用原稿上的中音唢呐独奏。	，而不是用原稿上的中音嗩吶獨奏。		lexical-context
4520	2	崂	4520_1	嶗	false	崂山	嶗山	corpus-example	leipzig:zho_news_2020_300K:284400	都给五百罐 崂山啤酒就倒闭了估计。	都給五百罐 嶗山啤酒就倒閉了估計。		lexical-context
4521	2	崃	4521_1	崍	false	邛崃	邛崍	corpus-example	leipzig:zho_news_2020_300K:74364	北有邛崃山，南临岷江河网，周围是起伏的的丘陵和稻田。	北有邛崍山，南臨岷江河網，周圍是起伏的的丘陵和稻田。		lexical-context
4525	2	觊	4525_1	覬	false	觊觎	覬覦	corpus-example	tatoeba:805219	这个职位受人觊觎。	這個職位受人覬覦。		lexical-context
4526	2	赅	4526_1	賅	false	言简意赅	言簡意賅	corpus-example	leipzig:zho_news_2020_300K:55273	你问甘肃人，甘肃有什么，他们言简意赅：	你問甘肅人，甘肅有什麼，他們言簡意賅：		lexical-context
4527	2	钰	4527_1	鈺	false	朱祁钰	朱祁鈺	corpus-example	leipzig:zho_wikipedia_2018_1M:245087	到景泰三年（1452年），朱祁钰将见深廢為沂王，	到景泰三年（1452年），朱祁鈺將見深廢為沂王，		lexical-context
4528	2	钲	4528_1	鉦	false	钲字	鉦字	approved-manual	metalinguistic-fallback	军士鸣钲，队伍停止前进。	軍士鳴鉦，隊伍停止前進。	Ancient military music: a handheld bronze percussion instrument used to regulate or halt troop movement.	approved-manual
4529	2	钴	4529_1	鈷	false	钴𬭁	鈷鉧	authored-example	project-authored	钴𬭁是一种材料或化学物质。	鈷鉧是一種材料或化學物質。		lexical-context
4530	2	钵	4530_1	鉢	false	托钵	托鉢	corpus-example	leipzig:zho_wikipedia_2018_1M:128409	，他们托钵乞食或受人供养，也不排除肉食。	，他們托鉢乞食或受人供養，也不排除肉食。		lexical-context
4531	2	钹	4531_1	鈸	false	水钹	水鈸	authored-example	project-authored	水钹是一种器物。	水鈸是一種器物。		lexical-context
4532	2	钺	4532_1	鉞	false	白旄黄钺	白旄黃鉞	corpus-example	leipzig:zho_wikipedia_2018_1M:737315	白旄黄钺，时则亲巡；犀甲雕弧，止于不用。	白旄黃鉞，時則親巡；犀甲雕弧，止於不用。		lexical-context
4533	2	钽	4533_1	鉭	false	钽铁矿	鉭鐵礦	authored-example	project-authored	钽铁矿是一种材料或化学物质。	鉭鐵礦是一種材料或化學物質。		lexical-context
4534	2	钼	4534_1	鉬	false	钼矿	鉬礦	corpus-example	leipzig:zho_wikipedia_2018_1M:948827	、铅锌矿11个、钼矿2个、锑矿2个、	、鉛鋅礦11個、鉬礦2個、銻礦2個、		lexical-context
4535	2	钿	4535_1	鈿	false	佣钿	佣鈿	authored-example	project-authored	佣钿是一个较少见的词语。	佣鈿是一個較少見的詞語。		lexical-context
4536	2	铀	4536_1	鈾	false	浓缩铀	濃縮鈾	corpus-example	leipzig:zho_news_2020_300K:18284	与此同时，朝鲜从未放慢过浓缩铀或洲际弹道导弹的研制。	與此同時，朝鮮從未放慢過濃縮鈾或洲際彈道導彈的研製。		lexical-context
4537	2	铂	4537_1	鉑	false	铂金	鉑金	corpus-example	tatoeba:420196	现在铂金首饰非常热。	現在鉑金首飾非常熱。		lexical-context
4538	2	铄	4538_1	鑠	false	矍铄	矍鑠	corpus-example	leipzig:zho_wikipedia_2018_1M:890452	、身材高瘦、留着山羊鬍、帥氣、精神矍铄的老人形象。	、身材高瘦、留著山羊鬍、帥氣、精神矍鑠的老人形象。		lexical-context
4539	2	铆	4539_1	鉚	false	铆接	鉚接	corpus-example	leipzig:zho_wikipedia_2018_1M:899119	这一过程中的工作量很大，每一处铆接部分都需要单独打造。	這一過程中的工作量很大，每一處鉚接部分都需要單獨打造。		lexical-context
4540	2	铈	4540_1	鈰	false	铈量法	鈰量法	authored-example	project-authored	铈量法是一种化学分析方法。	鈰量法是一種化學分析方法。		lexical-context
4541	2	铉	4541_1	鉉	false	卢武铉	盧武鉉	corpus-example	leipzig:zho_news_2020_300K:240044	而卢武铉派和文在寅派正是共同民主党的主要力量。	而盧武鉉派和文在寅派正是共同民主黨的主要力量。		lexical-context
4542	2	铊	4542_1	鉈	false	铊字	鉈字	element-domain	metalinguistic-fallback	实验记录中提到了铊。	實驗記錄中提到了鉈。	Chemistry: thallium, a chemical element represented by this character in Chinese technical terminology.	element-domain
4543	2	铋	4543_1	鉍	false	化铋	化鉍	corpus-example	leipzig:zho_wikipedia_2018_1M:755353	矿中如果有氧化铋则直接被盐酸溶解：	礦中如果有氧化鉍則直接被鹽酸溶解：		lexical-context
4544	2	铌	4544_1	鈮	false	铌字	鈮字	approved-manual	metalinguistic-fallback	这种合金含有少量铌。	這種合金含有少量鈮。	Chemistry / metallurgy: niobium, a metallic element used in high-strength and heat-resistant alloys.	approved-manual
4545	2	铍	4545_1	鈹	false	氧化铍	氧化鈹	authored-example	project-authored	氧化铍是一种材料或化学物质。	氧化鈹是一種材料或化學物質。		lexical-context
4546	2	䥽	4546_1	鏺	false	䥽字	鏺字	domain-template	metalinguistic-fallback	古代器物记录中提到了䥽。	古代器物記錄中提到了鏺。	Historical tools and material culture: a rare character used for an implement, object, or craft process.	domain-template
4547	2	铎	4547_1	鐸	false	司铎	司鐸	corpus-example	leipzig:zho_wikipedia_2018_1M:897314	，还有一些不是修士的独身者是司铎。	，還有一些不是修士的獨身者是司鐸。		lexical-context
4548	2	氩	4548_1	氬	false	氩气	氬氣	corpus-example	leipzig:zho_wikipedia_2018_1M:336100	因此，铷一般保存在真空安瓿或充有稀有气体（如氩气）的安瓿中。	因此，銣一般儲存在真空安瓿或充有稀有氣體（如氬氣）的安瓿中。		lexical-context
4557	2	笕	4557_1	筧	false	笕济学家	筧濟學家	authored-example	project-authored	笕济学家是一个较少见的词语。	筧濟學家是一個較少見的詞語。		lexical-context
