order	source_mapping	simplified	traditional	pinyin	taiwan_pinyin	meaning	simplified_sentence	traditional_sentence	example_source	example_source_id	source_sentence	pinyin_source	taiwan_pinyin_source
321	287_1	音乐	音樂	yīn yuè		music	每个人对音乐的审美都不一样。	每個人對音樂的審美都不一樣。	tatoeba	353511	每个人对音乐的审美都不一样。	CC-CEDICT	
322	287_1	审美	審美	shěn měi		esthetics	每个人对音乐的审美都不一样。	每個人對音樂的審美都不一樣。	tatoeba	353511	每个人对音乐的审美都不一样。	CC-CEDICT	
323	287_1	一样	一樣	yī yàng		same	每个人对音乐的审美都不一样。	每個人對音樂的審美都不一樣。	tatoeba	353511	每个人对音乐的审美都不一样。	CC-CEDICT	
324	294_1	从来没	從來沒	cóng lái méi		have never	你从来没时间处理重要的事情！	你從來沒時間處理重要的事情！	tatoeba	334705	你从来没时间处理重要的事情！	CC-CEDICT	
325	294_1	处理	處理	chǔ lǐ		to handle	你从来没时间处理重要的事情！	你從來沒時間處理重要的事情！	tatoeba	334705	你从来没时间处理重要的事情！	CC-CEDICT	
326	294_1	重要	重要	zhòng yào		important	你从来没时间处理重要的事情！	你從來沒時間處理重要的事情！	tatoeba	334705	你从来没时间处理重要的事情！	CC-CEDICT	
327	295_0	喜爱	喜愛	xǐ ài		to like	什么是你最喜爱的冬季运动？	什麼是你最喜愛的冬季運動？	tatoeba	1737844	什么是你最喜爱的冬季运动？	CC-CEDICT	
328	295_0	冬季	冬季	dōng jì		winter	什么是你最喜爱的冬季运动？	什麼是你最喜愛的冬季運動？	tatoeba	1737844	什么是你最喜爱的冬季运动？	CC-CEDICT	
329	295_0	运动	運動	yùn dòng		to move	什么是你最喜爱的冬季运动？	什麼是你最喜愛的冬季運動？	tatoeba	1737844	什么是你最喜爱的冬季运动？	CC-CEDICT	
330	295_1	地上	地上	dì shang	dì shàng	on the ground	苹果扑冬一声落在地上。	蘋果撲鼕一聲落在地上。	authored			CC-CEDICT	Taiwan MOE Concise Dictionary
331	296_1	观察	觀察	guān chá		to observe	观察鸟类是个很好的业余爱好。	觀察鳥類是個很好的業餘愛好。	tatoeba	333590	观察鸟类是个很好的业余爱好。	CC-CEDICT	
332	296_1	鸟类	鳥類	niǎo lèi		birds	观察鸟类是个很好的业余爱好。	觀察鳥類是個很好的業餘愛好。	tatoeba	333590	观察鸟类是个很好的业余爱好。	CC-CEDICT	
333	296_1	业余	業餘	yè yú		in one's spare time	观察鸟类是个很好的业余爱好。	觀察鳥類是個很好的業餘愛好。	tatoeba	333590	观察鸟类是个很好的业余爱好。	CC-CEDICT	
334	296_1	爱好	愛好	ài hào		to like	观察鸟类是个很好的业余爱好。	觀察鳥類是個很好的業餘愛好。	tatoeba	333590	观察鸟类是个很好的业余爱好。	CC-CEDICT	
335	297_1	国务院	國務院	guó wù yuàn		State Council	国务院次卿出访拉丁美洲展开游说。	國務院次卿出訪拉丁美洲展開遊說。	tatoeba	9804867	国务院次卿出访拉丁美洲展开游说。	CC-CEDICT	
336	297_1	出访	出訪	chū fǎng		official visit	国务院次卿出访拉丁美洲展开游说。	國務院次卿出訪拉丁美洲展開遊說。	tatoeba	9804867	国务院次卿出访拉丁美洲展开游说。	CC-CEDICT	
337	297_1	拉丁美洲	拉丁美洲	lā dīng měi zhōu		Latin America	国务院次卿出访拉丁美洲展开游说。	國務院次卿出訪拉丁美洲展開遊說。	tatoeba	9804867	国务院次卿出访拉丁美洲展开游说。	CC-CEDICT	
338	297_1	展开	展開	zhǎn kāi		to unfold	国务院次卿出访拉丁美洲展开游说。	國務院次卿出訪拉丁美洲展開遊說。	tatoeba	9804867	国务院次卿出访拉丁美洲展开游说。	CC-CEDICT	
339	297_1	游说	遊說	yóu shuì		to lobby	国务院次卿出访拉丁美洲展开游说。	國務院次卿出訪拉丁美洲展開遊說。	tatoeba	9804867	国务院次卿出访拉丁美洲展开游说。	CC-CEDICT	
340	299_1	许多	許多	xǔ duō		many	在非洲有许多孩子死于饥饿。	在非洲有許多孩子死於飢餓。	tatoeba	334868	在非洲有许多孩子死于饥饿。	CC-CEDICT	
341	299_1	饥饿	飢餓	jī è		hunger	在非洲有许多孩子死于饥饿。	在非洲有許多孩子死於飢餓。	tatoeba	334868	在非洲有许多孩子死于饥饿。	CC-CEDICT	
342	299_2	官府	官府	guān fǔ		authorities	官府开仓救济饥民。	官府開倉救濟饑民。	authored			CC-CEDICT	
343	299_2	救济	救濟	jiù jì		emergency relief	官府开仓救济饥民。	官府開倉救濟饑民。	authored			CC-CEDICT	
344	303_1	冯玉祥	馮玉祥	féng yù xiáng		Feng Yuxiang	冯玉祥是民国时期的军事人物。	馮玉祥是民國時期的軍事人物。	authored			CC-CEDICT	
345	303_1	民国	民國	mín guó		Republic of China	冯玉祥是民国时期的军事人物。	馮玉祥是民國時期的軍事人物。	authored			CC-CEDICT	
346	303_1	时期	時期	shí qī	shí qí	period	冯玉祥是民国时期的军事人物。	馮玉祥是民國時期的軍事人物。	authored			CC-CEDICT	Taiwan MOE Concise Dictionary
347	303_1	军事	軍事	jūn shì		military affairs	冯玉祥是民国时期的军事人物。	馮玉祥是民國時期的軍事人物。	authored			CC-CEDICT	
348	303_1	人物	人物	rén wù		person	冯玉祥是民国时期的军事人物。	馮玉祥是民國時期的軍事人物。	authored			CC-CEDICT	
349	305_1	闪电	閃電	shǎn diàn		lightning	汤姆被闪电击中过三次。	湯姆被閃電擊中過三次。	tatoeba	778516	湯姆被閃電擊中過三次。	CC-CEDICT	
350	305_1	击中	擊中	jī zhòng	jí zhòng	to hit	汤姆被闪电击中过三次。	湯姆被閃電擊中過三次。	tatoeba	778516	湯姆被閃電擊中過三次。	CC-CEDICT	Taiwan MOE Concise Dictionary
351	305_1	三次	三次	sān cì		third	汤姆被闪电击中过三次。	湯姆被閃電擊中過三次。	tatoeba	778516	湯姆被閃電擊中過三次。	CC-CEDICT	
352	306_1	我去	我去	wǒ qù		what the ...!	在我去荷兰之前，我从没见过风车。	在我去荷蘭之前，我從沒見過風車。	tatoeba	335000	在我去荷兰之前，我从没见过风车。	CC-CEDICT	
353	306_1	荷兰	荷蘭	hé lán		Holland	在我去荷兰之前，我从没见过风车。	在我去荷蘭之前，我從沒見過風車。	tatoeba	335000	在我去荷兰之前，我从没见过风车。	CC-CEDICT	
354	306_1	之前	之前	zhī qián		before	在我去荷兰之前，我从没见过风车。	在我去荷蘭之前，我從沒見過風車。	tatoeba	335000	在我去荷兰之前，我从没见过风车。	CC-CEDICT	
355	306_1	风车	風車	fēng chē		pinwheel	在我去荷兰之前，我从没见过风车。	在我去荷蘭之前，我從沒見過風車。	tatoeba	335000	在我去荷兰之前，我从没见过风车。	CC-CEDICT	
356	309_1	汇报	匯報	huì bào		to report	你汇报一下。	你匯報一下。	tatoeba	13897445	你汇报一下。	CC-CEDICT	
357	309_1	一下	一下	yī xià		a bit	你汇报一下。	你匯報一下。	tatoeba	13897445	你汇报一下。	CC-CEDICT	
358	310_1	寡头	寡頭	guǎ tóu		oligarch	几名寡头控制了当地市场。	幾名寡頭控制了當地市場。	authored			CC-CEDICT	
359	310_1	控制	控制	kòng zhì		to control	几名寡头控制了当地市场。	幾名寡頭控制了當地市場。	authored			CC-CEDICT	
360	310_1	当地	當地	dāng dì		local	几名寡头控制了当地市场。	幾名寡頭控制了當地市場。	authored			CC-CEDICT	
361	310_1	市场	市場	shì chǎng		marketplace	几名寡头控制了当地市场。	幾名寡頭控制了當地市場。	authored			CC-CEDICT	
362	311_1	武汉	武漢	wǔ hàn		Wuhan	武汉坐落在长江沿岸。	武漢坐落在長江沿岸。	authored			CC-CEDICT	
363	311_1	坐落	坐落	zuò luò		to be situated	武汉坐落在长江沿岸。	武漢坐落在長江沿岸。	authored			CC-CEDICT	
364	311_1	长江	長江	cháng jiāng		Yangtze River	武汉坐落在长江沿岸。	武漢坐落在長江沿岸。	authored			CC-CEDICT	
365	311_1	沿岸	沿岸	yán àn		coastal area	武汉坐落在长江沿岸。	武漢坐落在長江沿岸。	authored			CC-CEDICT	
366	312_1	咸宁	咸寧	xián níng		Xianning	咸宁以温泉闻名。	咸寧以溫泉聞名。	authored			CC-CEDICT	
367	312_1	温泉	溫泉	wēn quán		hot spring	咸宁以温泉闻名。	咸寧以溫泉聞名。	authored			CC-CEDICT	
368	312_1	闻名	聞名	wén míng		well-known	咸宁以温泉闻名。	咸寧以溫泉聞名。	authored			CC-CEDICT	
369	315_1	问题	問題	wèn tí		question	让我们和他们讨论这个问题吧。	讓我們和他們討論這個問題吧。	tatoeba	335621	让我们和他们讨论这个问题吧。	CC-CEDICT	
370	316_1	打算	打算	dǎ suàn		to plan	我打算描写我们的公园和山。	我打算描寫我們的公園和山。	tatoeba	349556	我打算描寫我們的公園和山。	CC-CEDICT	
371	316_1	描写	描寫	miáo xiě		to describe	我打算描写我们的公园和山。	我打算描寫我們的公園和山。	tatoeba	349556	我打算描寫我們的公園和山。	CC-CEDICT	
372	316_1	公园	公園	gōng yuán		park	我打算描写我们的公园和山。	我打算描寫我們的公園和山。	tatoeba	349556	我打算描寫我們的公園和山。	CC-CEDICT	
373	317_1	签署	簽署	qiān shǔ	qiān shù	to sign	双方签署了股权转让协议。	雙方簽署了股權轉讓協議。	authored			CC-CEDICT	Taiwan MOE Concise Dictionary
374	317_1	股权	股權	gǔ quán		equity shares	双方签署了股权转让协议。	雙方簽署了股權轉讓協議。	authored			CC-CEDICT	
375	317_1	转让	轉讓	zhuǎn ràng		to transfer	双方签署了股权转让协议。	雙方簽署了股權轉讓協議。	authored			CC-CEDICT	
376	317_1	协议	協議	xié yì		agreement	双方签署了股权转让协议。	雙方簽署了股權轉讓協議。	authored			CC-CEDICT	
377	318_1	负责	負責	fù zé		to be responsible for	礼部负责古代的礼仪事务。	禮部負責古代的禮儀事務。	authored			CC-CEDICT	
378	318_1	古代	古代	gǔ dài		ancient times	礼部负责古代的礼仪事务。	禮部負責古代的禮儀事務。	authored			CC-CEDICT	
379	318_1	礼仪	禮儀	lǐ yí		etiquette	礼部负责古代的礼仪事务。	禮部負責古代的禮儀事務。	authored			CC-CEDICT	
380	318_1	事务	事務	shì wù		affairs	礼部负责古代的礼仪事务。	禮部負責古代的禮儀事務。	authored			CC-CEDICT	
381	319_1	未来	未來	wèi lái		future	未来飞行员将在模拟操作室中训练。	未來飛行員將在模擬操作室中訓練。	tatoeba	2027995	未来飞行员将在模拟操作室中训练。	CC-CEDICT	
382	319_1	飞行	飛行	fēi xíng		to fly	未来飞行员将在模拟操作室中训练。	未來飛行員將在模擬操作室中訓練。	tatoeba	2027995	未来飞行员将在模拟操作室中训练。	CC-CEDICT	
383	319_1	模拟	模擬	mó nǐ		imitation	未来飞行员将在模拟操作室中训练。	未來飛行員將在模擬操作室中訓練。	tatoeba	2027995	未来飞行员将在模拟操作室中训练。	CC-CEDICT	
384	319_1	操作	操作	cāo zuò		to work	未来飞行员将在模拟操作室中训练。	未來飛行員將在模擬操作室中訓練。	tatoeba	2027995	未来飞行员将在模拟操作室中训练。	CC-CEDICT	
385	319_1	训练	訓練	xùn liàn		to train	未来飞行员将在模拟操作室中训练。	未來飛行員將在模擬操作室中訓練。	tatoeba	2027995	未来飞行员将在模拟操作室中训练。	CC-CEDICT	
386	320_1	三分之一	三分之一	sān fēn zhī yī		one third	仅三分之一的成员出席了会议。	僅三分之一的成員出席了會議。	tatoeba	332802	仅三分之一的成员出席了会议。	CC-CEDICT	
387	320_1	成员	成員	chéng yuán		member	仅三分之一的成员出席了会议。	僅三分之一的成員出席了會議。	tatoeba	332802	仅三分之一的成员出席了会议。	CC-CEDICT	
388	320_1	出席	出席	chū xí		to attend	仅三分之一的成员出席了会议。	僅三分之一的成員出席了會議。	tatoeba	332802	仅三分之一的成员出席了会议。	CC-CEDICT	
389	320_1	会议	會議	huì yì		meeting	仅三分之一的成员出席了会议。	僅三分之一的成員出席了會議。	tatoeba	332802	仅三分之一的成员出席了会议。	CC-CEDICT	
390	322_1	通讯	通訊	tōng xùn		communications	我的通讯录里全是些没什么印象的人。	我的通訊錄裡全是些沒什麼印象的人。	tatoeba	13894758	我的通讯录里全是些没什么印象的人。	CC-CEDICT	
391	322_1	没什么	沒什麼	méi shén me		it doesn't matter	我的通讯录里全是些没什么印象的人。	我的通訊錄裡全是些沒什麼印象的人。	tatoeba	13894758	我的通讯录里全是些没什么印象的人。	CC-CEDICT	
392	322_1	印象	印象	yìn xiàng		impression	我的通讯录里全是些没什么印象的人。	我的通訊錄裡全是些沒什麼印象的人。	tatoeba	13894758	我的通讯录里全是些没什么印象的人。	CC-CEDICT	
393	323_1	相机	相機	xiàng jī		camera	我认识肩上背着照相机的记者。	我認識肩上揹著照相機的記者。	tatoeba	3659903	我认识肩上背着照相机的记者。	CC-CEDICT	
394	323_1	记者	記者	jì zhě		reporter	我认识肩上背着照相机的记者。	我認識肩上揹著照相機的記者。	tatoeba	3659903	我认识肩上背着照相机的记者。	CC-CEDICT	
395	330_0	人类	人類	rén lèi		humanity	人类生出来不是为了永久生存。	人類生出來不是為了永久生存。	tatoeba	501347	人类生出来不是为了永久生存。	CC-CEDICT	
396	330_0	出来	出來	chū lái		to come out	人类生出来不是为了永久生存。	人類生出來不是為了永久生存。	tatoeba	501347	人类生出来不是为了永久生存。	CC-CEDICT	
397	330_0	不是	不是	bù shì	bù shi	not	人类生出来不是为了永久生存。	人類生出來不是為了永久生存。	tatoeba	501347	人类生出来不是为了永久生存。	CC-CEDICT	Taiwan MOE Concise Dictionary
398	330_0	永久	永久	yǒng jiǔ		everlasting	人类生出来不是为了永久生存。	人類生出來不是為了永久生存。	tatoeba	501347	人类生出来不是为了永久生存。	CC-CEDICT	
399	330_0	生存	生存	shēng cún		to exist	人类生出来不是为了永久生存。	人類生出來不是為了永久生存。	tatoeba	501347	人类生出来不是为了永久生存。	CC-CEDICT	
400	330_1	昨晚	昨晚	zuó wǎn		yesterday evening	昨晚我看了一出好戏。	昨晚我看了一齣好戲。	authored			CC-CEDICT	
401	331_1	修筑	修築	xiū zhù	xiū zhú	to build	明军曾在辽东修筑城堡。	明軍曾在遼東修築城堡。	authored			CC-CEDICT	Taiwan MOE Concise Dictionary
402	331_1	城堡	城堡	chéng bǎo		castle	明军曾在辽东修筑城堡。	明軍曾在遼東修築城堡。	authored			CC-CEDICT	
403	337_1	一边	一邊	yī biān		one side	他们在一边吃喝，一边聊天儿。	他們在一邊吃喝，一邊聊天兒。	tatoeba	2200413	他们在一边吃喝，一边聊天儿。	CC-CEDICT	
404	337_1	吃喝	吃喝	chī hē		to eat and drink	他们在一边吃喝，一边聊天儿。	他們在一邊吃喝，一邊聊天兒。	tatoeba	2200413	他们在一边吃喝，一边聊天儿。	CC-CEDICT	
405	337_1	聊天	聊天	liáo tiān		to chat	他们在一边吃喝，一边聊天儿。	他們在一邊吃喝，一邊聊天兒。	tatoeba	2200413	他们在一边吃喝，一边聊天儿。	CC-CEDICT	
406	339_2	头发	頭髮	tóu fa	tóu fǎ	hair	他的头发很短。	他的頭髮很短。	preexisting			CC-CEDICT	Taiwan MOE Concise Dictionary
407	340_1	神圣	神聖	shén shèng		divine	在印度，牛是一种神圣的动物。	在印度，牛是一種神聖的動物。	tatoeba	10355206	在印度，牛是一種神聖的動物。	CC-CEDICT	
408	341_1	对于	對於	duì yú		regarding	这个是我对于你的问题的答案。	這個是我對於你的問題的答案。	tatoeba	770833	这个是我对于你的问题的答案。	CC-CEDICT	
409	341_1	答案	答案	dá àn		answer	这个是我对于你的问题的答案。	這個是我對於你的問題的答案。	tatoeba	770833	这个是我对于你的问题的答案。	CC-CEDICT	
410	342_0	台湾	台灣	tái wān		Taiwan	我在台湾时，我们成为好朋友。	我在台灣時，我們成為好朋友。	tatoeba	3701786	我在臺灣時，我們成為好朋友。	CC-CEDICT	
411	342_0	成为	成為	chéng wéi		to become	我在台湾时，我们成为好朋友。	我在台灣時，我們成為好朋友。	tatoeba	3701786	我在臺灣時，我們成為好朋友。	CC-CEDICT	
412	342_0	好朋友	好朋友	hǎo péng you	hǎo péng yǒu	good friend	我在台湾时，我们成为好朋友。	我在台灣時，我們成為好朋友。	tatoeba	3701786	我在臺灣時，我們成為好朋友。	CC-CEDICT	Taiwan MOE Concise Dictionary
413	342_2	做梦	做夢	zuò mèng		to dream	我做梦也没想到那儿会有台风。	我做夢也沒想到那兒會有颱風。	tatoeba	1944810	我做梦也没想到那儿会有台风。	CC-CEDICT	
414	342_2	没想到	沒想到	méi xiǎng dào		didn't expect	我做梦也没想到那儿会有台风。	我做夢也沒想到那兒會有颱風。	tatoeba	1944810	我做梦也没想到那儿会有台风。	CC-CEDICT	
415	342_2	那儿	那兒	nà r		there	我做梦也没想到那儿会有台风。	我做夢也沒想到那兒會有颱風。	tatoeba	1944810	我做梦也没想到那儿会有台风。	CC-CEDICT	
416	342_2	台风	颱風	tái fēng		typhoon	我做梦也没想到那儿会有台风。	我做夢也沒想到那兒會有颱風。	tatoeba	1944810	我做梦也没想到那儿会有台风。	CC-CEDICT	
417	342_3	还有	還有	hái yǒu		there still remain	还有那边柜台里也有很多呢。	還有那邊櫃檯裡也有很多呢。	tatoeba	420204	还有那边柜台里也有很多呢。	CC-CEDICT	
418	342_3	那边	那邊	nà bian		over there	还有那边柜台里也有很多呢。	還有那邊櫃檯裡也有很多呢。	tatoeba	420204	还有那边柜台里也有很多呢。	CC-CEDICT	
419	342_3	柜台	櫃檯	guì tái		sales counter	还有那边柜台里也有很多呢。	還有那邊櫃檯裡也有很多呢。	tatoeba	420204	还有那边柜台里也有很多呢。	CC-CEDICT	
420	344_1	确认	確認	què rèn		to confirm	你确认那是可纠正的错误吗？	你確認那是可糾正的錯誤嗎？	tatoeba	867616	你确认那是可纠正的错误吗？	CC-CEDICT	
421	344_1	那是	那是	nà shi		of course	你确认那是可纠正的错误吗？	你確認那是可糾正的錯誤嗎？	tatoeba	867616	你确认那是可纠正的错误吗？	CC-CEDICT	
422	344_1	纠正	糾正	jiū zhèng		to correct	你确认那是可纠正的错误吗？	你確認那是可糾正的錯誤嗎？	tatoeba	867616	你确认那是可纠正的错误吗？	CC-CEDICT	
423	344_1	错误	錯誤	cuò wù		mistaken	你确认那是可纠正的错误吗？	你確認那是可糾正的錯誤嗎？	tatoeba	867616	你确认那是可纠正的错误吗？	CC-CEDICT	
424	347_1	丝毫	絲毫	sī háo		the slightest amount or degree	雨丝毫没有停的意思。	雨絲毫沒有停的意思。	tatoeba	13750247	雨丝毫没有停的意思。	CC-CEDICT	
425	347_1	没有	沒有	méi yǒu		haven't	雨丝毫没有停的意思。	雨絲毫沒有停的意思。	tatoeba	13750247	雨丝毫没有停的意思。	CC-CEDICT	
426	347_1	意思	意思	yì si		idea	雨丝毫没有停的意思。	雨絲毫沒有停的意思。	tatoeba	13750247	雨丝毫没有停的意思。	CC-CEDICT	
427	353_1	商场	商場	shāng chǎng		shopping mall	这是商场促销活动送的保温杯。	這是商場促銷活動送的保溫杯。	tatoeba	13942910	这是商场促销活动送的保温杯。	CC-CEDICT	
428	353_1	促销	促銷	cù xiāo		to promote sales	这是商场促销活动送的保温杯。	這是商場促銷活動送的保溫杯。	tatoeba	13942910	这是商场促销活动送的保温杯。	CC-CEDICT	
429	353_1	活动	活動	huó dòng		to exercise	这是商场促销活动送的保温杯。	這是商場促銷活動送的保溫杯。	tatoeba	13942910	这是商场促销活动送的保温杯。	CC-CEDICT	
430	353_1	保温	保溫	bǎo wēn		to keep hot	这是商场促销活动送的保温杯。	這是商場促銷活動送的保溫杯。	tatoeba	13942910	这是商场促销活动送的保温杯。	CC-CEDICT	
431	361_1	真正	真正	zhēn zhèng		genuine	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	真正的王在鞏固他的權利，然而虛假的王卻在打高爾夫。	tatoeba	13054926	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	CC-CEDICT	
432	361_1	巩固	鞏固	gǒng gù		to consolidate	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	真正的王在鞏固他的權利，然而虛假的王卻在打高爾夫。	tatoeba	13054926	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	CC-CEDICT	
433	361_1	然而	然而	rán ér		however	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	真正的王在鞏固他的權利，然而虛假的王卻在打高爾夫。	tatoeba	13054926	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	CC-CEDICT	
434	361_1	虚假	虛假	xū jiǎ		false	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	真正的王在鞏固他的權利，然而虛假的王卻在打高爾夫。	tatoeba	13054926	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	CC-CEDICT	
435	361_1	高尔夫	高爾夫	gāo ěr fū		golf	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	真正的王在鞏固他的權利，然而虛假的王卻在打高爾夫。	tatoeba	13054926	真正的王在巩固他的权利，然而虚假的王却在打高尔夫。	CC-CEDICT	
436	363_1	任何	任何	rèn hé		any	我们在任何公司都应该是执行者。	我們在任何公司都應該是執行者。	tatoeba	334978	我们在任何公司都应该是执行者。	CC-CEDICT	
437	363_1	执行	執行	zhí xíng		to implement	我们在任何公司都应该是执行者。	我們在任何公司都應該是執行者。	tatoeba	334978	我们在任何公司都应该是执行者。	CC-CEDICT	
438	364_1	试图	試圖	shì tú		to attempt	他试图扩大自己的势力范围。	他試圖擴大自己的勢力範圍。	tatoeba	1883635	他试图扩大自己的势力范围。	CC-CEDICT	
439	364_1	扩大	擴大	kuò dà		to expand	他试图扩大自己的势力范围。	他試圖擴大自己的勢力範圍。	tatoeba	1883635	他试图扩大自己的势力范围。	CC-CEDICT	
440	364_1	自己	自己	zì jǐ		oneself	他试图扩大自己的势力范围。	他試圖擴大自己的勢力範圍。	tatoeba	1883635	他试图扩大自己的势力范围。	CC-CEDICT	
441	364_1	势力	勢力	shì li	shì lì	power	他试图扩大自己的势力范围。	他試圖擴大自己的勢力範圍。	tatoeba	1883635	他试图扩大自己的势力范围。	CC-CEDICT	Taiwan MOE Concise Dictionary
442	364_1	范围	範圍	fàn wéi		range	他试图扩大自己的势力范围。	他試圖擴大自己的勢力範圍。	tatoeba	1883635	他试图扩大自己的势力范围。	CC-CEDICT	
443	365_1	玛丽	瑪麗	mǎ lì		Mary or Marie	汤姆，你能教玛丽用扫描仪吗？	湯姆，你能教瑪麗用掃描儀嗎？	tatoeba	10534902	湯姆，你能教瑪麗用掃描儀嗎？	CC-CEDICT	
444	365_1	扫描	掃描	sǎo miáo		to scan	汤姆，你能教玛丽用扫描仪吗？	湯姆，你能教瑪麗用掃描儀嗎？	tatoeba	10534902	湯姆，你能教瑪麗用掃描儀嗎？	CC-CEDICT	
445	367_1	蔬菜	蔬菜	shū cài		vegetables	我们在市场上买了些蔬菜和鱼。	我們在市場上買了些蔬菜和魚。	tatoeba	609957	我们在市场上买了些蔬菜和鱼。	CC-CEDICT	
446	368_1	北京	北京	běi jīng		Beijing municipality	我们去北京、西安、上海和扬州。	我們去北京、西安、上海和揚州。	tatoeba	6284488	我們去北京、西安、上海和揚州。	CC-CEDICT	
447	368_1	西安	西安	xī ān		Xi'an	我们去北京、西安、上海和扬州。	我們去北京、西安、上海和揚州。	tatoeba	6284488	我們去北京、西安、上海和揚州。	CC-CEDICT	
448	368_1	上海	上海	shàng hǎi		Shanghai municipality	我们去北京、西安、上海和扬州。	我們去北京、西安、上海和揚州。	tatoeba	6284488	我們去北京、西安、上海和揚州。	CC-CEDICT	
449	368_1	扬州	揚州	yáng zhōu		Yangzhou	我们去北京、西安、上海和扬州。	我們去北京、西安、上海和揚州。	tatoeba	6284488	我們去北京、西安、上海和揚州。	CC-CEDICT	
450	373_1	请问	請問	qǐng wèn		Excuse me	请问乔治亚洲的最低工资是多少？	請問喬治亞洲的最低工資是多少？	tatoeba	8743781	请问乔治亚洲的最低工资是多少？	CC-CEDICT	
451	373_1	乔治	喬治	qiáo zhì		George	请问乔治亚洲的最低工资是多少？	請問喬治亞洲的最低工資是多少？	tatoeba	8743781	请问乔治亚洲的最低工资是多少？	CC-CEDICT	
452	373_1	亚洲	亞洲	yà zhōu		Asia	请问乔治亚洲的最低工资是多少？	請問喬治亞洲的最低工資是多少？	tatoeba	8743781	请问乔治亚洲的最低工资是多少？	CC-CEDICT	
453	373_1	工资	工資	gōng zī		wages	请问乔治亚洲的最低工资是多少？	請問喬治亞洲的最低工資是多少？	tatoeba	8743781	请问乔治亚洲的最低工资是多少？	CC-CEDICT	
454	373_1	多少	多少	duō shao	duō shǎo	how much; how many	请问乔治亚洲的最低工资是多少？	請問喬治亞洲的最低工資是多少？	tatoeba	8743781	请问乔治亚洲的最低工资是多少？	CC-CEDICT	Taiwan MOE Concise Dictionary
455	376_0	生活	生活	shēng huó		to live	他们一家生活俭朴。	他們一家生活儉朴。	authored			CC-CEDICT	
456	376_0	俭朴	儉朴	jiǎn pǔ		thrifty and simple	他们一家生活俭朴。	他們一家生活儉朴。	authored			CC-CEDICT	
457	376_1	有力	有力	yǒu lì		powerful	他的语言朴实而有力。	他的語言樸實而有力。	authored			CC-CEDICT	
458	377_1	机关	機關	jī guān		mechanism	请把电视机关掉好吗？	請把電視機關掉好嗎？	tatoeba	9007589	请把电视机关掉好吗？	CC-CEDICT	
459	378_1	匈奴	匈奴	xiōng nú		Xiongnu	汉宣帝时，匈奴贵族争夺权力。	漢宣帝時，匈奴貴族爭奪權力。	tatoeba	1970428	汉宣帝时，匈奴贵族争夺权力。	CC-CEDICT	
460	378_1	贵族	貴族	guì zú		lord	汉宣帝时，匈奴贵族争夺权力。	漢宣帝時，匈奴貴族爭奪權力。	tatoeba	1970428	汉宣帝时，匈奴贵族争夺权力。	CC-CEDICT	
461	378_1	争夺	爭奪	zhēng duó		to fight over	汉宣帝时，匈奴贵族争夺权力。	漢宣帝時，匈奴貴族爭奪權力。	tatoeba	1970428	汉宣帝时，匈奴贵族争夺权力。	CC-CEDICT	
462	378_1	权力	權力	quán lì		power	汉宣帝时，匈奴贵族争夺权力。	漢宣帝時，匈奴貴族爭奪權力。	tatoeba	1970428	汉宣帝时，匈奴贵族争夺权力。	CC-CEDICT	
463	379_1	通过	通過	tōng guò		to pass through	通过诋毁别人，你得不到什么。	通過詆譭別人，你得不到什麼。	tatoeba	1358598	通过诋毁别人，你得不到什么。	CC-CEDICT	
464	379_1	诋毁	詆譭	dǐ huǐ		to vilify	通过诋毁别人，你得不到什么。	通過詆譭別人，你得不到什麼。	tatoeba	1358598	通过诋毁别人，你得不到什么。	CC-CEDICT	
465	379_1	别人	別人	bié ren	bié rén	other people	通过诋毁别人，你得不到什么。	通過詆譭別人，你得不到什麼。	tatoeba	1358598	通过诋毁别人，你得不到什么。	CC-CEDICT	Taiwan MOE Concise Dictionary
466	379_1	得不到	得不到	dé bù dào		cannot get	通过诋毁别人，你得不到什么。	通過詆譭別人，你得不到什麼。	tatoeba	1358598	通过诋毁别人，你得不到什么。	CC-CEDICT	
467	383_1	各国	各國	gè guó		each country	欧洲各国之间需要达成协议。	歐洲各國之間需要達成協議。	tatoeba	13531846	歐洲各國之間需要達成協議。	CC-CEDICT	
468	383_1	达成	達成	dá chéng		to reach	欧洲各国之间需要达成协议。	歐洲各國之間需要達成協議。	tatoeba	13531846	歐洲各國之間需要達成協議。	CC-CEDICT	
469	385_1	橡皮	橡皮	xiàng pí		rubber	橡皮不硬：它在压力下会变形。	橡皮不硬：它在壓力下會變形。	tatoeba	1565680	橡皮不硬：它在压力下会变形。	CC-CEDICT	
470	385_1	压力	壓力	yā lì		pressure	橡皮不硬：它在压力下会变形。	橡皮不硬：它在壓力下會變形。	tatoeba	1565680	橡皮不硬：它在压力下会变形。	CC-CEDICT	
